#chromosomeIndex	startPos	endPos	geneTypeIndex	geneId	cytobandIndices	tadIndices	geneName	cancerGene
10	125763820	125764344	7	232334	494	2064	AL683842.1	False
10	125767182	125853123	5	182022	494	2064	CHST15	False
10	126085872	126107545	5	65154	494	2064;2065	OAT	False
10	126133808	126138753	5	229544	494	2064;2065	NKX1-2	False
10	126150403	126306457	5	107902	494	2064;2065	LHPP	False
10	126178392	126179147	7	229455	494	2065	RPS10P18	False
10	126305649	126480296	5	258539	494	2065	AC068896.1	False
10	126307861	126432838	5	189319	494	2065	FAM53B	False
10	126436718	126480439	5	203791	494	2065	EEF1AKMT2	False
10	126490354	126525239	5	165660	494	2065	ABRAXAS2	True
10	126556079	126556895	7	214807	494	2065	NPM1P31	False
10	126630692	126676758	5	19995	494	2065;2066	ZRANB1	False
10	126672886	126849739	5	175029	494	2065;2066	CTBP2	True
10	126721352	126721439	9	264572	494	2066	MIR4296	False
10	126850948	126851540	10	282787	494	2066	AL157888.1	False
10	126855246	126855506	7	214298	494	2066	MRPS21P6	False
10	127162255	127162501	0	233135	494	2066	RPS27P18	False
10	127265091	127371713	5	175018	494	2066	TEX36	False
10	127355444	127356519	7	214297	494	2066	ALDOAP2	False
10	127389005	127408135	10	224023	494	2066	FLJ37035	False
10	127408084	127452712	5	107938	494	2066	EDRF1	False
10	127455022	127464390	5	154485	494	2066	MMP21	False
10	127473549	127511817	5	188690	494;495	2066;2067	UROS	False
10	127508309	127508391	9	265092	495	2066;2067	MIR4484	False
10	127512115	127542264	5	107949	495	2066;2067	BCCIP	False
10	127524906	127585005	5	89876	495	2066;2067	DHX32	False
10	127531513	127531598	9	215972	495	2066;2067	AL360176.1	False
10	127585108	127698161	5	203780	495	2067	FANK1	False
10	127648777	127648975	7	234016	495	2067	GNG10P1	False
10	127700950	128077024	5	148848	495	2067	ADAM12	True
10	127961387	127961980	7	213170	495	2067	SAR1AP2	False
10	128102438	128110448	10	235180	495	2067	LINC00601	False
10	128113566	128359015	5	154493	495	2067;2068	C10orf90	False
10	128245532	128245633	9	221717	495	2067;2068	AL583860.1	False
10	128593978	129250781	5	150760	495	2068	DOCK1	False
10	128933690	128994422	5	188916	495	2068	FAM196A	False
10	129347633	129350903	5	214285	495	2068	NPS	False
10	129535499	129539450	5	186766	495	2068	FOXI2	False
10	129666145	129666751	7	270778	495	2068	BUB1P1	False
10	129676105	129691211	5	180745	495	2068	CLRN3	False
10	129705325	129884119	5	132334	495	2068	PTPRE	False
10	129727640	129732781	10	232259	495	2068	AL158166.2	False
10	129894923	129924649	5	148773	495	2068	MKI67	True
10	129979296	130115990	10	280953	495	2068;2069	LINC01163	False
10	130114546	130118478	10	234640	495	2069	AL390763.1	False
10	130711143	130714535	10	224190	496	2069;2070	AL355537.1	False
10	130757036	130758326	10	232985	496	2070	AL355537.2	False
10	131076515	131089986	10	225424	496	2070	AL391869.1	False
10	131265448	131566271	5	170430	496	2070	MGMT	True
10	131286133	131286246	9	266061	496	2070	AL355531.1	False
10	131308884	131309525	5	268421	496	2070	AL355531.2	False
10	131567108	131567699	10	227374	496	2070	AL157832.1	False
10	131583247	131605235	10	283141	496	2070	AL157832.3	False
10	131633547	131762105	5	108001	496	2070	EBF3	False
10	131641563	131641638	9	266676	496	2070	MIR4297	False
10	131862164	131909081	5	237489	496	2070	LINC00959	False
10	131904310	131906745	7	233122	496	2070	CTAGE7P	False
10	131930034	131930505	7	233319	496	2070	PPIAP32	False
10	131934663	131982785	5	108010	496	2070;2071	GLRX3	False
10	132080709	132084868	0	276375	496	2071	AL157712.1	False
10	132237331	132281418	10	236303	496	2071	AL355500.1	False
10	132760851	132760931	9	264803	496	2071	MIR378C	False
10	132793569	132793650	9	266057	496	2071	AL607076.1	False
10	132890654	133109984	5	176769	496	2071	TCERG1L	False
10	133489515	133489584	9	265977	496	2071	AL450307.2	False
10	133604734	133622535	10	189275	496	2071	LINC01164	False
10	133747955	133773331	5	175470	496	2071	PPP2R2D	True
10	133779959	133795517	5	176171	496	2071	BNIP3	True
10	133918175	133998313	5	188385	496	2071;2072	JAKMIP3	False
10	134000404	134019280	5	151640	496	2072	DPYSL4	False
10	134020996	134145351	5	165752	496	2072	STK32C	True
10	134145658	134193422	5	148814	496	2072	LRRC27	False
10	134210672	134231367	5	171813	496	2072	PWWP2B	False
10	134232587	134234457	10	231705	496	2072	AL451069.2	False
10	134257831	134262912	10	180066	496	2072;2073	C10orf91	False
10	134325130	134331695	10	226900	496	2073	AL451069.1	False
10	134351324	134596984	5	68383	496	2073	INPP5A	False
10	134596683	134599556	5	148826	496	2073	NKX6-2	False
10	134621896	134756327	5	171811	496	2073	CFAP46	False
10	134757471	134778793	10	232903	496	2073	LINC01166	False
10	134774844	134775741	10	224758	496	2073	LINC01167	False
10	134779038	134789858	10	240707	496	2073	LINC01168	False
10	134884433	134945179	5	197177	496	2073	ADGRA1	True
10	134958116	134958808	7	235264	496	2073	RPL5P28	False
10	134973951	135039916	5	171798	496	2073	KNDC1	True
10	135043778	135045062	5	171794	496	2073	UTF1	False
10	135050908	135055433	5	151650	496	2073	VENTX	False
10	135070648	135071055	10	273980	496	2073	AL592071.1	False
10	135075907	135090372	5	151651	496	2073	ADAM8	False
10	135092134	135125841	5	130640	496	2073	TUBGCP2	False
10	135121979	135126666	5	198546	496	2073	ZNF511	False
10	135122914	135166033	5	283496	496	2073	AL360181.5	False
10	135137576	135150439	5	130643	496	2073	CALY	False
10	135158147	135158410	7	230306	496	2073	BANF1P2	False
10	135160650	135166187	5	165828	496	2073	PRAP1	False
10	135168658	135171539	5	148803	496	2073	FUOM	False
10	135175984	135187193	5	127884	496	2073	ECHS1	False
10	135185060	135185167	9	265395	496	2073	MIR3944	False
10	135188240	135188373	10	274685	496	2073	AL360181.4	False
10	135192720	135193102	5	268882	496	2073	AL360181.1	False
10	135192738	135205198	5	148832	496	2073	PAOX	False
10	135204338	135233999	5	254536	496	2073	AL360181.3	False
10	135207598	135234811	5	148824	496	2073	MTG1	False
10	135234170	135238076	5	203772	496	2073	SPRN	False
10	135243898	135244822	0	273327	496	2073	OR6L2P	False
10	135267432	135337062	5	214279	496	2073	SCART1	False
10	135294742	135295274	0	273336	496	2073	OR7M1P	False
10	135311055	135311140	9	266547	496	2073	AL161645.1	False
10	135333910	135374724	5	130649	496	2073	CYP2E1	True
10	135341026	135342661	5	268925	496	2073	AL161645.2	False
10	135367405	135383339	5	171772	496	2073	SYCE1	False
10	135388626	135389535	0	233685	496	2073	OR6L1P	False
10	135437399	135440299	5	225899	496	2073	FRG2B	True
10	135450912	135451396	7	213543	496	2073	RARRES2P2	False
10	135454293	135456398	7	233435	496	2073	AGGF1P2	False
10	135470739	135474139	0	230468	496	2073	CLUHP5	False
10	135473084	135473179	9	221108	496	2073	AL845259.1	False
10	135477933	135478610	0	279626	496	2073	DUX4L28	False
10	135481001	135481923	0	278664	496	2073	DUX4L10	False
10	135483966	135485232	0	278761	496	2073	DUX4L11	False
10	135487275	135488541	0	278790	496	2073	DUX4L12	False
10	135490575	135491841	0	276046	496	2073	DUX4L13	False
10	135493884	135495150	0	276904	496	2073;2074	DUX4L14	False
10	135497184	135498450	0	278641	496	2073;2074	DUX4L15	False
10	135515571	135516024	7	213147	496	2073;2074	RPL23AP60	False
10	135515572	135516035	7	261914	496	2073;2074	RPL23AP84	False
10	135515583	135515823	7	282875	496	2073;2074	BX322534.1	False
10	135515583	135515823	7	282994	496	2073;2074	AC215524.1	False
11	75780	76143	7	253826	497	2075;2076	WBP1LP10	False
11	86649	87586	0	224777	497	2075;2076	OR4F2P	False
11	112967	125927	10	254468	497	2076	AC069287.1	False
11	123312	126123	7	270921	497	2076	CICP23	False
11	127204	139612	10	230724	497	2076	LINC01001	False
11	129736	139099	10	280279	497	2076	AC240565.2	False
11	150836	180404	10	280136	497	2076	AC240565.1	False
11	167784	207428	5	177951	497	2076	BET1L	False
11	193035	194575	5	268320	497	2076	SCGB1C2	False
11	193080	194573	5	188076	497	2076	SCGB1C1	True
11	196738	200261	5	177947	497	2076	ODF3	False
11	207511	215113	5	177963	497	2076	RIC8A	False
11	215458	236931	5	142082	497	2076	SIRT3	True
11	236546	252984	5	185627	497	2076	PSMD13	False
11	243099	243483	7	277290	497	2076	AC136475.10	False
11	278365	285359	5	174885	497	2076	NLRP6	False
11	289135	296107	5	142102	497	2076	PGGHG	False
11	298200	299526	5	206013	497	2076	IFITM5	False
11	303856	304144	7	255533	497	2076	AC136475.6	False
11	307631	315272	5	185201	497	2076	IFITM2	False
11	313506	315272	5	185885	497	2076	IFITM1	True
11	319669	327537	5	142089	497	2076	IFITM3	False
11	322186	322727	10	270105	497	2076	AC136475.8	False
11	325703	326294	10	270030	497	2076	AC136475.7	False
11	327171	330122	10	255328	497	2076	AC136475.5	False
11	333192	333688	10	270972	497	2076	AC136475.9	False
11	369796	382116	5	182272	497	2076	B4GALNT4	False
11	392614	404908	5	184363	497	2076	PKP3	False
11	405716	417455	5	185187	497	2076	SIGIRR	False
11	417933	442011	5	185101	497	2076	ANO9	False
11	448268	491399	5	174915	497	2076	PTDSS2	False
11	494512	507300	5	23191	497	2076	RNH1	False
11	532242	537287	5	174775	497	2076	HRAS	True
11	537527	554916	5	161328	497	2076	LRRC56	False
11	554855	560779	5	185522	497	2076	LMNTD2	False
11	560404	564021	5	99849	497	2076	RASSF7	False
11	565660	568457	10	247095	497	2076	MIR210HG	False
11	568089	568198	9	199038	497	2076	MIR210	True
11	576486	612222	5	70047	497	2076	PHRF1	False
11	612553	615999	5	185507	497	2076	IRF7	True
11	616565	626078	5	99834	497	2076	CDHR5	False
11	626431	627143	5	70031	497	2076	SCT	False
11	637293	640706	5	69696	497	2076	DRD4	False
11	644233	706715	5	177030	497	2076	DEAF1	False
11	694438	727727	5	177106	497	2076	EPS8L2	False
11	695428	705028	5	177042	497	2076	TMEM80	False
11	747329	765024	5	177156	497	2076;2077	TALDO1	False
11	767220	777488	5	177225	497	2076;2077	GATD1	False
11	777578	784297	10	255284	497	2076;2077	AP006621.3	False
11	781645	782105	10	255142	497	2076;2077	AP006621.2	False
11	787104	790123	5	184524	497	2076;2077	CEND1	False
11	790475	798333	5	177542	497	2076;2077	SLC25A22	False
11	797511	799190	5	274897	497	2076;2077	PANO1	False
11	799179	809753	5	177595	497	2076;2077	PIDD1	True
11	809647	812880	5	177600	497	2076;2077	RPLP2	False
11	818902	825573	5	177666	497	2076;2077	PNPLA2	False
11	826144	831991	5	177685	497	2077	CRACR2B	False
11	832843	839831	5	177697	497	2077	CD151	False
11	837356	842545	5	177700	497	2077	POLR2L	False
11	842808	867116	5	214063	497	2077	TSPAN4	False
11	867860	915058	5	177830	497	2077	CHID1	False
11	924894	1012245	5	183020	497	2077	AP2A2	False
11	951295	951364	9	264671	497	2077	AP006477.1	False
11	1012821	1036706	5	184956	497	2077	MUC6	True
11	1049880	1055749	10	254872	497	2077	AC139749.1	False
11	1074875	1104419	5	198788	497	2077	MUC2	True
11	1151580	1222364	5	215182	497	2077	MUC5AC	False
11	1244296	1283402	5	117983	497	2077	MUC5B	True
11	1295601	1330884	5	78902	497	2077	TOLLIP	True
11	1295809	1296033	5	267950	497	2077	AC136297.1	False
11	1411129	1483919	5	174672	497	2077	BRSK2	False
11	1490687	1522477	5	182208	497	2077	MOB2	False
11	1575274	1593150	5	184545	497	2077;2078	DUSP8	True
11	1605572	1606513	5	205869	497	2078	KRTAP5-1	True
11	1618407	1619524	5	205867	497	2078	KRTAP5-2	False
11	1628795	1629693	5	196224	497	2078	KRTAP5-3	False
11	1642188	1643368	5	241598	497	2078	KRTAP5-4	True
11	1651005	1651937	5	185940	497	2078	KRTAP5-5	True
11	1683814	1684573	10	231487	497	2078	AP006285.2	False
11	1686827	1689086	10	205866	497	2078	FAM99A	False
11	1709527	1710286	10	227306	497	2078	AP006285.1	False
11	1718425	1718985	5	205864	497	2078	KRTAP5-6	False
11	1753640	1771821	5	244242	497	2078	IFITM10	False
11	1756051	1785184	5	250644	497	2078	AC068580.4	False
11	1773982	1785803	5	117984	497	2078	CTSD	True
11	1785161	1785255	9	265587	497	2078	AC068580.1	False
11	1798160	1799618	10	230834	497	2078	AC068580.2	False
11	1813783	1814100	7	230980	497	2078	RPL36AP39	False
11	1824119	1825325	7	230080	497	2078	AC139143.1	False
11	1849537	1858751	5	149043	497	2078	SYT8	False
11	1860219	1862910	5	130598	497	2078	TNNI2	False
11	1874200	1913497	5	130592	497	2078	LSP1	False
11	1880694	1880766	9	264493	497	2078	MIR4298	False
11	1909807	1913125	5	283787	497	2078	AC051649.2	False
11	1923877	1929145	10	229671	497	2078	LINC01150	False
11	1940792	1959936	5	130595	497	2078	TNNT3	False
11	1941339	1941488	9	252187	497	2078	AC051649.1	False
11	1968508	2005752	5	214026	497	2078	MRPL23	False
11	2012326	2014699	10	232987	497	2078	LINC01219	False
11	2150342	2162468	5	167244	497	2078;2079	IGF2	True
11	2152625	2182439	5	129965	497	2078;2079	INS-IGF2	False
11	2155364	2155439	9	207805	497	2078	MIR483	True
11	2181009	2182571	5	254647	497	2078;2079	INS	True
11	2185159	2193107	5	180176	497	2078;2079	TH	False
11	2194293	2194368	9	265258	497	2078;2079	MIR4686	False
11	2289725	2292182	5	183734	497	2079	ASCL2	False
11	2316875	2324279	5	110665	497	2079	C11orf21	False
11	2323227	2339430	5	64201	497	2079	TSPAN32	False
11	2356362	2357006	2	236264	497	2079	RPL26P30	False
11	2397407	2418649	5	110651	497	2079	CD81	True
11	2421718	2425108	5	184281	497	2079	TSSC4	False
11	2425745	2444275	5	70985	497	2079	TRPM5	False
11	2465914	2870339	5	53918	497;498	2079	KCNQ1	False
11	2792586	2792807	7	236041	497	2079	COX6CP18	False
11	2904443	2907111	5	129757	498	2079	CDKN1C	True
11	2909010	2924970	5	254827	498	2079	SLC22A18AS	False
11	2920951	2946476	5	110628	498	2079	SLC22A18	True
11	2949503	2950685	5	181649	498	2079	PHLDA2	False
11	2965661	3013607	5	205531	498	2079	NAP1L4	True
11	3022152	3078843	5	110619	498	2079	CARS	True
11	3105623	3106673	7	236710	498	2079	AC108448.2	False
11	3108346	3187969	5	21762	498	2079	OSBPL5	False
11	3239174	3240043	5	182170	498	2079	MRGPRG	False
11	3248928	3253616	5	184350	498	2079	MRGPRE	False
11	3297275	3297620	7	236987	498	2079	NDUFA5P8	False
11	3310541	3310872	7	276951	498	2079	AC109309.2	False
11	3343092	3343432	7	232390	498	2079	NDUFA5P1	False
11	3356355	3356637	7	273813	498	2079	AC123788.2	False
11	3360491	3400452	5	5801	498	2079;2080	ZNF195	False
11	3394759	3394851	9	263365	498	2079	AC123788.1	False
11	3402191	3430208	1	223756	498	2079;2080	TSSC2	False
11	3412010	3412982	0	189398	498	2079;2080	OR7E12P	False
11	3431582	3443726	0	166492	498	2079;2080	FAM86GP	False
11	3450988	3521851	1	284605	498	2080	AC127526.5	False
11	3490549	3552558	10	254757	498	2080	AC127526.3	False
11	3552650	3552838	7	255522	498	2080	SNRPCP5	False
11	3570975	3571749	7	237226	498	2080	AC127526.2	False
11	3578572	3578719	9	221019	498	2080	AC127526.1	False
11	3580887	3581252	7	223688	498	2080	AC127526.1	False
11	3612507	3612845	7	230851	498	2080	AP006294.1	False
11	3620825	3621936	0	238161	498	2080	OR7E117P	False
11	3631131	3658789	1	182048	498	2080	TRPC2	False
11	3659733	3663546	5	167311	498	2080	ART5	False
11	3666358	3685646	5	129744	498	2080	ART1	False
11	3686817	3692614	5	129749	498	2080	CHRNA10	False
11	3692313	3819022	5	110713	498	2080	NUP98	True
11	3818954	3847601	5	148985	498	2080	PGAP2	True
11	3848208	3862213	5	177105	498	2080	RHOG	False
11	3875757	4114440	5	167323	498	2080	STIM1	False
11	3877292	3877371	9	263421	498	2080	MIR4687	False
11	3913628	3914117	7	230593	498	2080	AC090804.1	False
11	3982507	3982768	7	255232	498	2080	AC087441.2	False
11	3994111	3995467	7	255141	498	2080	HNRNPA1P76	False
11	4010393	4010693	7	224555	498	2080	AC087441.1	False
11	4040178	4040348	7	240385	498	2080	RPS29P20	False
11	4115937	4160106	5	167325	498	2080;2081	RRM1	False
11	4167342	4172334	28	231548	498	2080;2081	OR55B1P	False
11	4208370	4223885	10	254480	498	2081	AC015689.1	False
11	4231584	4233321	7	255387	498	2081	AC015689.2	False
11	4254518	4255102	5	284018	498	2081	AC018793.2	False
11	4263286	4263870	5	284306	498	2081	AC018793.3	False
11	4299935	4300422	7	236175	498	2081	SSU72P6	False
11	4308729	4309313	5	283873	498	2081	AC018793.1	False
11	4351095	4351679	5	284546	498	2081	AC018793.5	False
11	4388493	4389616	8	221996	498	2081	OR52B4	False
11	4406127	4414926	5	132109	498	2081	TRIM21	False
11	4467872	4467957	9	221030	498	2081	AC010930.1	False
11	4470525	4471591	5	181963	498	2081	OR52K2	False
11	4490691	4497637	1	225101	498	2081	OR52K3P	False
11	4503876	4514727	5	196778	498	2081	OR52K1	False
11	4536196	4537154	0	226616	498	2081	OR52M2P	False
11	4566421	4567374	5	197790	498	2081	OR52M1	False
11	4592653	4599050	5	171987	498	2081	C11orf40	False
11	4602973	4614570	5	226288	498	2081	OR52I2	False
11	4614844	4617804	5	232268	498	2081	OR52I1	False
11	4619902	4629489	5	167333	498	2081	TRIM68	False
11	4658707	4664290	5	197428	498	2081	OR51D1	False
11	4664650	4676718	5	180785	498	2081	OR51E1	False
11	4701401	4719084	5	167332	498	2081	OR51E2	False
11	4711653	4719061	1	197674	498	2081	OR51C1P	False
11	4726157	5013659	5	167346	498	2081;2082	MMP26	False
11	4730799	4733651	1	272634	498	2081	AC103710.2	False
11	4739842	4740789	0	272664	498	2081	AC103710.3	False
11	4743970	4745401	7	271602	498	2081	KRT8P49	False
11	4757408	4758308	0	272559	498	2081	AC103710.1	False
11	4773276	4774174	0	273051	498	2081	AC103710.4	False
11	4790209	4791168	8	280021	498	2081	OR51F1	False
11	4807984	4808935	0	176951	498	2081	OR51N1P	False
11	4815008	4816514	0	231070	498	2081	OR52Y1P	False
11	4824663	4825610	8	279270	498	2081	OR52R1	False
11	4842551	4843686	5	176925	498	2081	OR51F2	False
11	4851405	4854302	1	197984	498	2081	OR51A8P	False
11	4868719	4870468	5	176922	498	2081	OR51S1	False
11	4880886	4884882	5	176904	498	2081	OR51H1	False
11	4892947	4899347	1	198217	498	2081	OR51H2P	False
11	4903049	4904113	5	176900	498	2081	OR51T1	False
11	4910823	4911826	0	197023	498	2081	OR51A6P	False
11	4925013	4930692	5	176895	498	2081	OR51A7	False
11	4933818	4940580	5	176893	498	2081	OR51G2	False
11	4944604	4945569	8	278870	498	2081	OR51G1	False
11	4958601	4959524	0	227023	498	2081	OR51A3P	False
11	4964061	4968835	5	205497	498	2081	OR51A4	False
11	4976002	4976943	5	205496	498	2081	OR51A2	False
11	4994173	4995114	0	225003	498	2081	OR51A5P	False
11	5016081	5026766	5	176798	498	2081;2082	OR51L1	False
11	5036368	5037309	0	224300	498	2081;2082	OR51P1P	False
11	5058243	5059181	0	230261	498	2082	OR52J2P	False
11	5067756	5068691	5	205495	498	2082	OR52J3	False
11	5079880	5080857	5	176787	498	2082	OR52E2	False
11	5090802	5091727	8	273085	498	2082	AC113331.2	False
11	5097360	5098296	0	237354	498	2082	OR52S1P	False
11	5113906	5114841	0	226157	498	2082	OR52E3P	False
11	5125383	5126314	0	203560	498	2082	OR52J1P	False
11	5127292	5128760	10	236897	498	2082	AC113331.1	False
11	5141851	5145743	1	205494	498	2082	OR52A4P	False
11	5150006	5159586	5	171944	498	2082	OR52A5	False
11	5164449	5175987	5	182070	498	2082	OR52A1	False
11	5198944	5199840	8	176748	498	2082	OR52Z1	False
11	5220965	5221930	5	176742	498	2082	OR51V1	False
11	5246694	5250625	5	244734	498	2082	HBB	False
11	5253908	5256600	5	223609	498	2082	HBD	False
11	5263184	5264767	1	229988	498	2082	HBBP1	False
11	5269313	5271122	5	213934	498	2082	HBG1	False
11	5274420	5667019	5	196565	498	2082;2083	HBG2	False
11	5289575	5526847	5	213931	498	2082;2083	HBE1	False
11	5312991	5313610	0	229093	498	2082	OR51AB1P	False
11	5322244	5323176	5	183251	498	2082	OR51B4	False
11	5336002	5336914	0	223735	498	2082	OR51B3P	False
11	5344589	5345527	8	279012	498	2082	OR51B2	False
11	5351822	5352590	0	236359	498	2082	OR51B8P	False
11	5363816	5364754	5	242180	498	2082	OR51B5	False
11	5372738	5373676	5	176239	498	2082	OR51B6	False
11	5375922	5376808	7	230087	498	2082	AC104389.2	False
11	5383845	5384079	7	236248	498	2082	AC104389.3	False
11	5405042	5414493	5	184698	498	2082;2083	OR51M1	False
11	5423827	5424777	5	184321	498	2082;2083	OR51J1	False
11	5443341	5444436	8	167360	498	2083	OR51Q1	False
11	5461800	5462744	5	167359	498	2083	OR51I1	False
11	5470553	5477748	5	187918	498	2083	OR51I2	False
11	5509915	5510979	5	181609	498	2083	OR52D1	False
11	5528530	5531215	5	175520	498	2083	UBQLN3	False
11	5535623	5537935	5	175518	498	2083	UBQLNL	False
11	5539671	5546185	0	224295	498	2083	OLFM5P	False
11	5548507	5549404	0	249633	498	2083	OR52V1P	False
11	5565719	5569763	5	181616	498	2083	OR52H1	False
11	5578326	5585557	1	231049	498	2083	OR52B5P	False
11	5587908	5588846	0	233646	498	2083	OR52T1P	False
11	5592477	5593422	7	229534	498	2083	HNRNPA1P53	False
11	5602107	5603114	5	187747	498	2083	OR52B6	False
11	5617339	5634188	5	121236	498	2083	TRIM6	False
11	5617955	5665628	5	258588	498	2083	TRIM6-TRIM34	False
11	5640994	5665628	5	258659	498	2083	TRIM34	False
11	5684787	5959849	5	132256	498	2083	TRIM5	False
11	5710919	5758319	5	132274	498	2083	TRIM22	False
11	5757678	5759752	5	181023	498	2083	OR56B1	False
11	5775473	5777135	5	181074	498	2083	OR52N4	False
11	5782383	5788695	1	181017	498	2083	OR56B2P	False
11	5797395	5804585	5	181009	498	2083	OR52N5	True
11	5807701	5812495	5	181001	498	2083	OR52N1	False
11	5841544	5842578	5	180988	498	2083	OR52N2	False
11	5862158	5863182	5	205409	498	2083	OR52E6	False
11	5877904	5878964	5	183269	498	2083	OR52E8	False
11	5895190	5896122	0	233563	498	2083	OR52E7P	False
11	5901859	5908309	5	180974	498	2083	OR52E4	False
11	5914438	5923960	5	277932	498	2083	OR52E5	False
11	5959981	5972577	5	184478	498	2083	OR56A3	False
11	5988407	5989724	5	188691	498	2083	OR56A5	False
11	6007122	6008215	5	183313	498	2083	OR52L1	False
11	6015106	6016225	7	254831	498	2083	KRT18P58	False
11	6020675	6028176	5	183389	498	2083	OR56A4	False
11	6040566	6055568	5	180934	498	2083	OR56A1	False
11	6067037	6067977	0	255481	498	2083	OR56A7P	False
11	6078546	6079505	0	262980	498	2083	OR52L2P	False
11	6128914	6130065	5	180919	498	2083	OR56B4	False
11	6149840	6150786	0	180913	498	2083	OR56B3P	False
11	6172871	6173779	0	180909	498	2083	OR52B1P	False
11	6190560	6191638	5	255307	498	2083	OR52B2	False
11	6220376	6221489	5	175485	498	2083	OR52W1	False
11	6223131	6224483	10	267940	498	2083	AC022762.2	False
11	6226796	6232362	5	180878	498	2083	C11orf42	False
11	6232565	6255941	5	51009	498	2083	FAM160A2	False
11	6255995	6265659	5	132259	498	2083	CNGA4	True
11	6280966	6293357	5	110148	498	2083	CCKBR	True
11	6318419	6319836	7	270435	498	2083	AC068733.2	False
11	6340176	6341877	5	170955	498	2083	CAVIN3	False
11	6344784	6345253	10	282556	498	2083	AC068733.3	False
11	6384029	6386497	10	254443	498	2083	AC068733.1	False
11	6411661	6416228	5	166311	498	2083	SMPD1	False
11	6416354	6440644	5	166313	498	2083	APBB1	True
11	6452279	6463847	5	110169	498	2083	HPX	False
11	6469843	6495689	5	110171	498	2083	TRIM3	False
11	6495913	6502709	5	132254	498	2083	ARFIP2	False
11	6502677	6505909	5	132286	498	2083	TIMM10B	False
11	6502715	6530208	5	283977	498	2083	AC084337.2	False
11	6509416	6510607	7	254595	498	2083	AC084337.1	False
11	6518490	6614988	5	179532	498	2083	DNHD1	True
11	6616305	6624850	5	132275	498	2083	RRP8	True
11	6624938	6632105	5	166333	498	2083	ILK	True
11	6627526	6633898	5	166337	498	2083	TAF10	True
11	6633994	6640692	5	166340	498	2083	TPP1	False
11	6642554	6677085	5	166341	498	2083	DCHS1	True
11	6702013	6704632	5	158042	498	2083	MRPL17	False
11	6707122	6707600	7	241678	498	2083	AC091564.1	False
11	6734767	6767670	1	254838	498	2083;2084	GVINP1	False
11	6769362	6771555	7	254781	498	2083;2084	AC091564.4	False
11	6786857	6793207	5	188124	498	2083;2084	OR2AG2	False
11	6804251	6812789	5	279486	498	2084	OR2AG1	False
11	6812967	6820920	5	184933	498	2084	OR6A2	False
11	6843173	6948108	10	283415	498	2084	AC087280.2	False
11	6864895	6865897	7	254712	498	2084	AC087280.1	False
11	6866883	6867936	5	166363	498	2084	OR10A5	False
11	6884288	6895948	5	170790	498	2084	OR10A2	False
11	6897856	6898850	5	170782	498	2084	OR10A4	False
11	6912721	6913830	5	166368	498	2084	OR2D2	False
11	6942205	6943274	5	178358	498	2084	OR2D3	False
11	6947635	7022235	5	149054	498	2084	ZNF215	False
11	7020549	7041599	5	149050	498	2084	ZNF214	False
11	7041677	7092539	5	158077	498	2084	NLRP14	False
11	7110258	7112131	5	170748	498	2084	RBMXL2	False
11	7244164	7252094	10	255179	498	2084	AC027804.1	False
11	7255997	7256068	9	221703	498	2084	MIR302E	False
11	7260009	7490273	5	170743	498	2084	SYT9	False
11	7506619	7532608	5	183801	498	2084	OLFML1	False
11	7534529	7678358	5	166387	498	2084	PPFIBP2	False
11	7686331	7698453	5	166394	498	2084	CYB5R2	False
11	7710669	7727968	5	183378	498	2084	OVCH2	False
11	7726175	7904494	10	271758	498	2084	AC044810.3	False
11	7747983	7751231	1	176716	498	2084	OR10AB1P	False
11	7767537	7768453	0	227892	498	2084	OR5P4P	False
11	7794437	7795361	0	166408	498	2084	OR5P1P	False
11	7805244	7805954	7	241008	498	2084	AC044810.1	False
11	7817452	7818520	5	183303	498	2084	OR5P2	False
11	7846365	7852387	5	182334	498	2084	OR5P3	False
11	7870247	7871173	0	170688	498	2084	OR5E1P	False
11	7946139	7952815	8	279000	498	2084	OR10A6	False
11	7958718	7963255	5	170683	498	2084	OR10A3	False
11	7980971	7986973	5	182261	498	2084	NLRP10	False
11	7991798	8023409	5	175390	498	2084	EIF3F	False
11	7999028	7999255	7	254642	498	2084	COX6CP5	False
11	8040791	8127659	5	166402	498	2084	TUB	False
11	8127640	8190602	5	166405	498	2084;2085	RIC3	False
11	8190714	8200450	10	246820	498	2084;2085	AC091013.1	False
11	8245851	8290263	5	166407	498	2085	LMO1	True
11	8413415	8615836	5	130413	498	2085;2086	STK33	False
11	8633584	8693413	5	166436	498	2085;2086	TRIM66	False
11	8703958	8736306	5	166441	498	2086	RPL27A	False
11	8714898	8932498	5	166444	498	2086	ST5	False
11	8932686	8941631	5	166452	498	2086	AKIP1	False
11	8941623	8954553	5	176029	498	2086	C11orf16	False
11	8959126	8959758	5	176009	498	2086	ASCL3	False
11	8968841	8986558	5	175348	498	2086;2087	TMEM9B	False
11	9002123	9025596	5	175352	498	2086;2087	NRIP3	False
11	9041938	9159661	5	175356	498	2087	SCUBE2	True
11	9111859	9111926	9	264984	498	2087	MIR5691	False
11	9115924	9117437	7	213538	498	2087	KRT8P41	False
11	9160372	9286937	5	184014	498	2087	DENND5A	False
11	9302201	9336327	5	166471	498	2087	TMEM41B	False
11	9332831	9333236	7	254884	498	2087	PRR13P2	False
11	9406169	9469673	5	205339	498	2087	IPO7	False
11	9481866	9550071	5	166478	498	2087;2088	ZNF143	False
