reactomePathwayId	reactomePathwayName
3000178	ECM proteoglycans
3000471	Scavenging by Class B Receptors
3000480	Scavenging by Class A Receptors
3000484	Scavenging by Class F Receptors
3000497	Scavenging by Class H Receptors
3065676	SUMO is conjugated to E1 (UBA2:SAE1)
3065678	SUMO is transferred from E1 to E2 (UBE2I, UBC9)
3065679	SUMO is proteolytically processed
3108214	SUMOylation of DNA damage response and repair proteins
3108232	SUMO E3 ligases SUMOylate target proteins
3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 
3134973	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production
3134975	Regulation of innate immune responses to cytosolic DNA
3214815	HDACs deacetylate histones
3214841	PKMTs methylate histone lysines
3214842	HDMs demethylate histones
3214847	HATs acetylate histones
3214858	RMTs methylate histone arginines
3215018	Processing and activation of SUMO
3229121	Glycogen storage diseases
3229133	Glycogen storage disease type Ib (SLC37A4)
3232118	SUMOylation of transcription factors
3232142	SUMOylation of ubiquitinylation proteins
3238698	WNT ligand biogenesis and trafficking
3247509	Chromatin modifying enzymes
3248023	Regulation by TREX1
3249367	STAT6-mediated induction of chemokines
3270619	IRF3-mediated induction of type I IFN
3274531	Glycogen storage disease type Ia (G6PC)
3282872	Severe congenital neutropenia type 4 (G6PC3)
3295583	TRP channels
3296197	Hydroxycarboxylic acid-binding receptors
3296469	Defects in cobalamin (B12) metabolism
3296482	Defects in vitamin and cofactor metabolism
3299685	Detoxification of Reactive Oxygen Species
3301854	Nuclear Pore Complex (NPC) Disassembly
3304347	Loss of Function of SMAD4 in Cancer
3304349	Loss of Function of SMAD2/3 in Cancer
3304351	Signaling by TGF-beta Receptor Complex in Cancer
3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer
3311021	SMAD4 MH2 Domain Mutants in Cancer
3315487	SMAD2/3 MH2 Domain Mutants in Cancer
3322077	Glycogen synthesis
3323169	Defects in biotin (Btn) metabolism
3359454	Defective TCN2 causes hereditary megaloblastic anemia
3359457	Defective GIF causes intrinsic factor deficiency
3359458	Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF
3359462	Defective AMN causes hereditary megaloblastic anemia 1
3359463	Defective CUBN causes hereditary megaloblastic anemia 1
3359467	Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE
3359469	Defective MTR causes methylmalonic aciduria and homocystinuria type cblG
3359471	Defective MMAB causes methylmalonic aciduria type cblB
3359473	Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD
3359474	Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC
3359475	Defective MMAA causes methylmalonic aciduria type cblA
3359478	Defective MUT causes methylmalonic aciduria mut type
3359485	Defective CD320 causes methylmalonic aciduria
3371378	Regulation by c-FLIP
3371453	Regulation of HSF1-mediated heat shock response
3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR)
3371511	HSF1 activation
3371556	Cellular response to heat stress
3371568	Attenuation phase
3371571	HSF1-dependent transactivation
3371598	Defective BTD causes biotidinase deficiency
3371599	Defective HLCS causes multiple carboxylase deficiency
3560782	Diseases associated with glycosaminoglycan metabolism
3560783	Defective B4GALT7 causes EDS, progeroid type
3560792	Defective SLC26A2 causes chondrodysplasias
3560796	Defective PAPSS2 causes SEMD-PA
3560801	Defective B3GAT3 causes JDSSDHD
3595172	Defective CHST3 causes SEDCJD
3595174	Defective CHST14 causes EDS, musculocontractural type
3595177	Defective CHSY1 causes TPBS
3642278	Loss of Function of TGFBR2 in Cancer
3642279	TGFBR2 MSI Frameshift Mutants in Cancer
3645790	TGFBR2 Kinase Domain Mutants in Cancer
3656225	Defective CHST6 causes MCDC1
3656234	Defective HEXA causes GM2G1
3656237	Defective EXT2 causes exostoses 2
3656243	Defective ST3GAL3 causes MCT12 and EIEE15
3656244	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)
3656248	Defective HEXB causes GM2G2
3656253	Defective EXT1 causes exostoses 1, TRPS2 and CHDS
3656532	TGFBR1 KD Mutants in Cancer
3656534	Loss of Function of TGFBR1 in Cancer
3656535	TGFBR1 LBD Mutants in Cancer
3700989	Transcriptional Regulation by TP53
3769402	Deactivation of the beta-catenin transactivating complex
3772470	Negative regulation of TCF-dependent signaling by WNT ligand antagonists
3781860	Diseases associated with N-glycosylation of proteins
3781865	Diseases of glycosylation
3785653	Myoclonic epilepsy of Lafora
3814836	Glycogen storage disease type XV (GYG1)
3828062	Glycogen storage disease type 0 (muscle GYS1)
3858494	Beta-catenin independent WNT signaling
3858516	Glycogen storage disease type 0 (liver GYS2)
3878781	Glycogen storage disease type IV (GBE1)
3899300	SUMOylation of transcription cofactors
3906995	Diseases associated with O-glycosylation of proteins
3928662	EPHB-mediated forward signaling
3928663	EPHA-mediated growth cone collapse
3928664	Ephrin signaling
3928665	EPH-ephrin mediated repulsion of cells
4043911	Defective PMM2 causes PMM2-CDG (CDG-1a)
4043916	Defective MPI causes MPI-CDG (CDG-1b)
4085001	Sialic acid metabolism
4085011	Defective GNE causes sialuria, Nonaka myopathy and inclusion body myopathy 2
4085023	Defective GFPT1 causes CMSTA1
4085377	SUMOylation of SUMOylation proteins
4086398	Ca2+ pathway
4086400	PCP/CE pathway
4090294	SUMOylation of intracellular receptors
4341670	Defective NEU1 causes sialidosis
4411364	Binding of TCF/LEF:CTNNB1 to target gene promoters
4419969	Depolymerisation of the Nuclear Lamina
4420097	VEGFA-VEGFR2 Pathway
4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1
4549349	Defective ALG2 causes ALG2-CDG (CDG-1i)
4549356	Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2
4549380	Defective ALG1 causes ALG1-CDG (CDG-1k)
4551295	Defective ALG11 causes ALG11-CDG (CDG-1p)
4551638	SUMOylation of chromatin organization proteins
4570464	SUMOylation of RNA binding proteins
4570571	Defective RFT1 causes RFT1-CDG (CDG-1n)
4608870	Asymmetric localization of PCP proteins
4615885	SUMOylation of DNA replication proteins
4641257	Degradation of AXIN
4641258	Degradation of DVL
4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane
4641263	Regulation of FZD by ubiquitination
4641265	Repression of WNT target genes
4655427	SUMOylation of DNA methylation proteins
4687000	Defective MPDU1 causes MPDU1-CDG (CDG-1f)
4717374	Defective DPM1 causes DPM1-CDG (CDG-1e)
4719360	Defective DPM3 causes DPM3-CDG (CDG-1o)
4719377	Defective DPM2 causes DPM2-CDG (CDG-1u)
4720454	Defective ALG9 causes ALG9-CDG (CDG-1l)
4720475	Defective ALG3 causes ALG3-CDG (CDG-1d)
4720489	Defective ALG12 causes ALG12-CDG (CDG-1g)
4724289	Defective ALG6 causes ALG6-CDG (CDG-1c)
4724325	Defective ALG8 causes ALG8-CDG (CDG-1h)
4755510	SUMOylation of immune response proteins
4755579	Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ
4755583	Defective DOLK causes DOLK-CDG (CDG-1m)
4755609	Defective DHDDS causes retinitis pigmentosa 59
4791275	Signaling by WNT in cancer
4793950	Defective MAN1B1 causes MRT15
4793952	Defective MGAT2 causes MGAT2-CDG (CDG-2a)
4793953	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)
4793954	Defective MOGS causes MOGS-CDG (CDG-2b)
4839726	Chromatin organization
4839735	AXIN mutants destabilize the destruction complex, activating WNT signaling
4839743	phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex
4839744	truncated APC mutants destabilize the destruction complex
4839748	AMER1 mutants destabilize the destruction complex
5083625	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)
5083627	Defective LARGE causes MDDGA6 and MDDGB6
5083628	Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3
5083629	Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2
5083630	Defective LFNG causes SCDO3
5083632	Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)
5083633	Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1
5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)
5083636	Defective GALNT12 causes colorectal cancer 1 (CRCS1)
5099900	WNT5A-dependent internalization of FZD4
5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2
5173105	O-linked glycosylation
5173214	O-glycosylation of TSR domain-containing proteins
5205647	Mitophagy
5205685	Pink/Parkin Mediated Mitophagy
5210891	Uptake and function of anthrax toxins
5213460	RIPK1-mediated regulated necrosis
5218859	Regulated Necrosis
5218900	CASP8 activity is inhibited
5218920	VEGFR2 mediated vascular permeability
5218921	VEGFR2 mediated cell proliferation
5221030	TET1,2,3 and TDG demethylate DNA
5223345	Miscellaneous transport and binding events
5250913	Positive epigenetic regulation of rRNA expression
5250924	B-WICH complex positively regulates rRNA expression
5250941	Negative epigenetic regulation of rRNA expression
5250955	Toxicity of botulinum toxin type D (BoNT/D)
5250958	Toxicity of botulinum toxin type B (BoNT/B)
5250968	Toxicity of botulinum toxin type A (BoNT/A)
5250971	Toxicity of botulinum toxin type C (BoNT/C)
5250981	Toxicity of botulinum toxin type F (BoNT/F)
5250982	Toxicity of tetanus toxin (TeNT)
5250989	Toxicity of botulinum toxin type G (BoNT/G)
5250992	Toxicity of botulinum toxin type E (BoNT/E)
5260271	Diseases of Immune System
5263617	Metabolism of ingested MeSeO2H into MeSeH
5334118	DNA methylation
5336415	Uptake and function of diphtheria toxin
5339562	Uptake and actions of bacterial toxins
5339700	TCF7L2 mutants don't bind CTBP
5339716	Misspliced GSK3beta mutants stabilize beta-catenin
5339717	Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling
5340573	WNT ligand secretion is abrogated by the PORCN inhibitor LGK974
5340588	RNF mutants show enhanced WNT signaling and proliferation
5357609	Glycogen storage disease type II (GAA)
5357769	Caspase activation via extrinsic apoptotic signalling pathway
5357786	TNFR1-induced proapoptotic signaling
5357801	Programmed Cell Death
5357905	Regulation of TNFR1 signaling
5357956	TNFR1-induced NFkappaB signaling pathway
5358346	Hedgehog ligand biogenesis
5358351	Signaling by Hedgehog
5358493	Synthesis of diphthamide-EEF2
5358508	Mismatch Repair
5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)
5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)
5358747	S33 mutants of beta-catenin aren't phosphorylated
5358749	S37 mutants of beta-catenin aren't phosphorylated
5358751	S45 mutants of beta-catenin aren't phosphorylated
5358752	T41 mutants of beta-catenin aren't phosphorylated
5362517	Signaling by Retinoic Acid
5362768	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD
5362798	Release of Hh-Np from the secreting cell
5365859	RA biosynthesis pathway
5368286	Mitochondrial translation initiation
5368287	Mitochondrial translation
5368598	Negative regulation of TCF-dependent signaling by DVL-interacting proteins
5387390	Hh mutants abrogate ligand secretion
5389840	Mitochondrial translation elongation
5419276	Mitochondrial translation termination
5423599	Diseases of Mismatch Repair (MMR)
5423646	Aflatoxin activation and detoxification
5467333	APC truncation mutants are not K63 polyubiquitinated
5467337	APC truncation mutants have impaired AXIN binding
5467340	AXIN missense mutants destabilize the destruction complex
5467343	Deletions in the AMER1 gene destabilize the destruction complex
5467345	Deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling
5467348	Truncations of AMER1 destabilize the destruction complex
5545483	Defective Mismatch Repair Associated With MLH1
5545619	XAV939 inhibits tankyrase, stabilizing AXIN
5576886	Phase 4 - resting membrane potential
5576890	Phase 3 - rapid repolarisation
5576891	Cardiac conduction
5576892	Phase 0 - rapid depolarisation
5576893	Phase 2 - plateau phase
5576894	Phase 1 - inactivation of fast Na+ channels
5578749	Transcriptional regulation by small RNAs
5578768	Physiological factors
5578775	Ion homeostasis
5578995	Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)
5578996	Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)
5578997	Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)
5578998	Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)
5578999	Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)
5579000	Defective CYP1B1 causes Glaucoma
5579002	Defective UGT1A1 causes hyperbilirubinemia
5579004	Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)
5579005	Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)
5579006	Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)
5579007	Defective ACY1 causes encephalopathy
5579009	Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)
5579010	Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)
5579011	Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)
5579012	Defective MAOA causes Brunner syndrome (BRUNS)
5579013	Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)
5579014	Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)
5579015	Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)
5579016	Defective UGT1A4 causes hyperbilirubinemia
5579017	Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)
5579019	Defective FMO3 causes Trimethylaminuria (TMAU)
5579020	Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)
5579021	Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)
5579022	Defective GGT1 causes Glutathionuria (GLUTH)
5579024	Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)
5579026	Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)
5579027	Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)
5579028	Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)
5579029	Metabolic disorders of biological oxidation enzymes
5579030	Defective CYP19A1 causes Aromatase excess syndrome (AEXS)
5579031	Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)
5579032	Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)
5601884	PIWI-interacting RNA (piRNA) biogenesis
5602358	Diseases associated with the TLR signaling cascade
5602410	TLR3 deficiency - HSE
5602415	UNC93B1 deficiency - HSE
5602498	MyD88 deficiency (TLR2/4)
5602566	TICAM1 deficiency - HSE
5602571	TRAF3 deficiency - HSE
5602636	IKBKB deficiency causes SCID
5602680	MyD88 deficiency (TLR5)
5603027	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)
5603029	IkBA variant leads to EDA-ID
5603037	IRAK4 deficiency (TLR5)
5603041	IRAK4 deficiency (TLR2/4)
5607761	Dectin-1 mediated noncanonical NF-kB signaling
5607763	CLEC7A (Dectin-1) induces NFAT activation
5607764	CLEC7A (Dectin-1) signaling
5609974	Defective PGM1 causes PGM1-CDG (CDG1t)
5609975	Diseases associated with glycosylation precursor biosynthesis
5609976	Defective GALK1 can cause Galactosemia II (GALCT2)
5609977	Defective GALE can cause Epimerase-deficiency galactosemia (EDG)
5609978	Defective GALT can cause Galactosemia
5610780	Degradation of GLI1 by the proteasome
5610783	Degradation of GLI2 by the proteasome
5610785	GLI3 is processed to GLI3R by the proteasome
5610787	Hedgehog 'off' state
5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis
5617833	Cilium Assembly
5619035	Defective SLC17A5 causes Salla disease (SD) and ISSD
5619036	Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)
5619037	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)
5619039	Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)
5619040	Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)
5619041	Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)
5619042	Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)
5619043	Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)
5619044	Defective SLC6A19 causes Hartnup disorder (HND)
5619045	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)
5619046	Defective SLC26A4 causes Pendred syndrome (PDS)
5619047	Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)
5619048	Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)
5619049	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)
5619050	Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)
5619052	Defective SLC9A9 causes autism 16 (AUTS16)
5619053	Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)
5619054	Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)
5619055	Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)
5619056	Defective HK1 causes hexokinase deficiency (HK deficiency)
5619058	Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)
5619060	Defective CP causes aceruloplasminemia (ACERULOP)
5619061	Defective SLC33A1 causes spastic paraplegia 42 (SPG42)
5619062	Defective SLC1A3 causes episodic ataxia 6 (EA6)
5619063	Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)
5619066	Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)
5619067	Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)
5619068	Defective SLC2A10 causes arterial tortuosity syndrome (ATS)
5619070	Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)
5619071	Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)
5619072	Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)
5619073	Defective GCK causes maturity-onset diabetes of the young 2 (MODY2)
5619076	Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)
5619077	Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)
5619078	Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)
5619079	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria
5619081	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)
5619083	Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)
5619084	ABC transporter disorders
5619085	Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)
5619087	Defective SLC12A3 causes Gitelman syndrome (GS)
5619088	Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)
5619089	Defective SLC6A5 causes hyperekplexia 3 (HKPX3)
5619092	Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)
5619094	Variant SLC6A14 may confer susceptibility towards obesity
5619095	Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)
5619096	Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)
5619097	Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)
5619098	Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)
5619099	Defective AVP causes neurohypophyseal diabetes insipidus (NDI)
5619101	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)
5619102	SLC transporter disorders
5619104	Defective SLC12A1 causes Bartter syndrome 1 (BS1)
5619107	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
5619108	Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)
5619109	Defective SLC6A2 causes orthostatic intolerance (OI)
5619110	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)
5619111	Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)
5619113	Defective SLC3A1 causes cystinuria (CSNU)
5619114	Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)
5619115	Disorders of transmembrane transporters
5619507	Activation of HOX genes during differentiation
5620912	Anchoring of the basal body to the plasma membrane
5620916	VxPx cargo-targeting to cilium
5620920	Cargo trafficking to the periciliary membrane
5620922	BBSome-mediated cargo-targeting to cilium
5620924	Intraflagellar transport
5621480	Dectin-2 family
5621481	C-type lectin receptors (CLRs)
5621575	CD209 (DC-SIGN) signaling
5624138	Trafficking of myristoylated proteins to the cilium
5624958	ARL13B-mediated ciliary trafficking of INPP5E
5625740	RHO GTPases activate PKNs
5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3
5625900	RHO GTPases activate CIT
5625970	RHO GTPases activate KTN1
5626467	RHO GTPases activate IQGAPs
5626978	TNFR1-mediated ceramide production
5627083	RHO GTPases regulate CFTR trafficking
5627117	RHO GTPases Activate ROCKs
5627123	RHO GTPases activate PAKs
5628897	TP53 Regulates Metabolic Genes
5632681	Ligand-receptor interactions
5632684	Hedgehog 'on' state
5632927	Defective Mismatch Repair Associated With MSH3
5632928	Defective Mismatch Repair Associated With MSH2
5632968	Defective Mismatch Repair Associated With MSH6
5632987	Defective Mismatch Repair Associated With PMS2
5633007	Regulation of TP53 Activity
5633008	TP53 Regulates Transcription of Cell Death Genes
5633231	Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)
5635838	Activation of SMO
5635851	GLI proteins bind promoters of Hh responsive genes to promote transcription
5637810	Constitutive Signaling by EGFRvIII
5637812	Signaling by EGFRvIII in Cancer
5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer
5638302	Signaling by Overexpressed Wild-Type EGFR in Cancer
5638303	Inhibition of Signaling by Overexpressed EGFR
5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
5651801	PCNA-Dependent Long Patch Base Excision Repair
5652084	Fructose metabolism
5652227	Fructose biosynthesis
5653656	Vesicle-mediated transport
5653890	Lactose synthesis
5654219	Phospholipase C-mediated cascade: FGFR1
5654221	Phospholipase C-mediated cascade; FGFR2
5654227	Phospholipase C-mediated cascade; FGFR3
5654228	Phospholipase C-mediated cascade; FGFR4
5654687	Downstream signaling of activated FGFR1
5654688	SHC-mediated cascade:FGFR1
5654689	PI-3K cascade:FGFR1
5654693	FRS-mediated FGFR1 signaling
5654695	PI-3K cascade:FGFR2
5654696	Downstream signaling of activated FGFR2
5654699	SHC-mediated cascade:FGFR2
5654700	FRS-mediated FGFR2 signaling
5654704	SHC-mediated cascade:FGFR3
5654706	FRS-mediated FGFR3 signaling
5654708	Downstream signaling of activated FGFR3
5654710	PI-3K cascade:FGFR3
5654712	FRS-mediated FGFR4 signaling
5654716	Downstream signaling of activated FGFR4
5654719	SHC-mediated cascade:FGFR4
5654720	PI-3K cascade:FGFR4
5654726	Negative regulation of FGFR1 signaling
5654727	Negative regulation of FGFR2 signaling
5654732	Negative regulation of FGFR3 signaling
5654733	Negative regulation of FGFR4 signaling
5654736	Signaling by FGFR1
5654738	Signaling by FGFR2
5654741	Signaling by FGFR3
5654743	Signaling by FGFR4
5655253	Signaling by FGFR2 in disease
5655291	Signaling by FGFR4 in disease
5655302	Signaling by FGFR1 in disease
5655332	Signaling by FGFR3 in disease
5655799	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)
5655862	Translesion synthesis by POLK
5656121	Translesion synthesis by POLI
5656169	Termination of translesion DNA synthesis
5656364	Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)
5657560	Hereditary fructose intolerance
5657562	Essential fructosuria
5657655	MGMT-mediated DNA damage reversal
5658034	HHAT G278V abrogates palmitoylation of Hh-Np
5658208	Defective SLC5A2 causes renal glucosuria (GLYS1)
5658442	Regulation of RAS by GAPs
5658471	Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)
5658623	FGFRL1 modulation of FGFR1 signaling
5659729	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria
5659735	Defective SLC6A19 causes Hartnup disorder (HND)
5659898	Intestinal saccharidase deficiencies
5659996	RPIA deficiency: failed conversion of R5P to RU5P
5660489	MTF1 activates gene expression
5660526	Response to metal ions
5660668	CLEC7A/inflammasome pathway
5660686	Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)
5660724	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)
5660862	Defective SLC7A7 causes lysinuric protein intolerance (LPI)
5660883	Defective SLC7A9 causes cystinuria (CSNU)
5661182	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)
5661231	Metallothioneins bind metals
5661270	Formation of xylulose-5-phosphate
5662702	Melanin biosynthesis
5662853	Essential pentosuria
5663020	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)
5663084	Diseases of carbohydrate metabolism
5663202	Diseases of signal transduction
5663205	Infectious disease
5663213	RHO GTPases Activate WASPs and WAVEs
5663220	RHO GTPases Activate Formins
5666185	RHO GTPases Activate Rhotekin and Rhophilins
5668541	TNFR2 non-canonical NF-kB pathway
5668599	RHO GTPases Activate NADPH Oxidases
5668914	Diseases of metabolism
5669034	TNFs bind their physiological receptors
5673000	RAF activation
5673001	RAF/MAP kinase cascade
5674135	MAP2K and MAPK activation
5674400	Constitutive Signaling by AKT1 E17K in Cancer
5674404	PTEN Loss of Function in Cancer
5674499	Negative feedback regulation of MAPK pathway
5675221	Negative regulation of MAPK pathway
5675482	Regulation of necroptotic cell death
5676590	NIK-->noncanonical NF-kB signaling
5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
5676934	Protein repair
5678420	Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia
5678520	Defective ABCB11 causes progressive familial intrahepatic cholestasis 2 and benign recurrent intrahepatic cholestasis 2
5678771	Defective ABCB4 causes progressive familial intrahepatic cholestasis 3, intrahepatic cholestasis of pregnancy 3 and gallbladder disease 1
5678895	Defective CFTR causes cystic fibrosis
5679001	Defective ABCC2 causes Dubin-Johnson syndrome
5679090	Defective ABCG8 causes gallbladder disease 4 and sitosterolemia
5679096	Defective ABCG5 causes sitosterolemia
5682113	Defective ABCA1 causes Tangier disease
5682294	Defective ABCA12 causes autosomal recessive congenital ichthyosis type 4B
5682910	LGI-ADAM interactions
5683057	MAPK family signaling cascades
5683177	Defective ABCC8 can cause hypoglycemias and hyperglycemias
5683329	Defective ABCD4 causes methylmalonic aciduria and homocystinuria, cblj type (MAHCJ)
5683371	Defective ABCB6 causes isolated colobomatous microphthalmia 7 (MCOPCB7)
5683678	Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3)
5683826	Surfactant metabolism
5684045	Defective ABCD1 causes adrenoleukodystrophy (ALD)
5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation
5684996	MAPK1/MAPK3 signaling
5685938	HDR through Single Strand Annealing (SSA)
5685939	HDR through MMEJ (alt-NHEJ)
5685942	HDR through Homologous Recombination (HRR)
5686938	Regulation of TLR by endogenous ligand
5687128	MAPK6/MAPK4 signaling
5687583	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)
5687613	Diseases associated with surfactant metabolism
5687868	Defective SFTPA2 causes idiopathic pulmonary fibrosis (IPF)
5688031	Defective pro-SFTPB causes pulmonary surfactant metabolism dysfunction 1 (SMDP1) and respiratory distress syndrome (RDS)
5688354	Defective pro-SFTPC causes pulmonary surfactant metabolism dysfunction 2 (SMDP2) and respiratory distress syndrome (RDS)
5688399	Defective ABCA3 causes pulmonary surfactant metabolism dysfunction 3 (SMDP3)
5688426	Deubiquitination
5688849	Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)
