cytobandIndex	chromosomeIndex	startPos	endPos	cytobandSize	colourIndex	cytobandName	chromosomeArmIndex	firstTadIndex	lastTadIndex	gapSize	coefficientInit
789	21	24000000	26800000	2800000	7	21q21.2	42	3164	3166	0	1
790	21	26800000	31500000	4700000	2	21q21.3	42	3166	3174	0	1
791	21	31500000	35800000	4300000	7	21q22.11	42	3174	3180	0	1
792	21	35800000	37800000	2000000	1	21q22.12	42	3179	3181	0	1
793	21	37800000	39700000	1900000	7	21q22.13	42	3181	3184	0	1
794	21	39700000	42600000	2900000	1	21q22.2	42	3184	3188	0	1
795	21	42600000	48129895	5529895	7	21q22.3	42	3188	3196	10000000	1
796	22	0	3800000	3800000	3	22p13	43	3197	3197	0	1
797	22	3800000	8300000	4500000	6	22p12	43	3197	3197	0	1
798	22	8300000	12200000	3900000	3	22p11.2	43	3197	3197	0	1
799	22	12200000	14700000	2500000	5	22p11.1	43	3197	3197	0	1
800	22	14700000	17900000	3200000	5	22q11.1	44	3198	3200	0	1
801	22	17900000	22200000	4300000	7	22q11.21	44	3200	3204	0	1
802	22	22200000	23500000	1300000	10	22q11.22	44	3204	3206	0	1
803	22	23500000	25900000	2400000	7	22q11.23	44	3206	3209	0	1
804	22	25900000	29600000	3700000	1	22q12.1	44	3209	3214	0	1
805	22	29600000	32200000	2600000	7	22q12.2	44	3214	3217	0	1
806	22	32200000	37600000	5400000	1	22q12.3	44	3217	3225	0	1
807	22	37600000	41000000	3400000	7	22q13.1	44	3224	3231	0	1
808	22	41000000	44200000	3200000	1	22q13.2	44	3231	3236	0	1
809	22	44200000	48400000	4200000	7	22q13.31	44	3236	3241	0	1
810	22	48400000	49400000	1000000	1	22q13.32	44	3241	3242	0	1
811	22	49400000	51304566	1904566	7	22q13.33	44	3242	3246	10000000	1
812	23	0	4300000	4300000	7	Xp22.33	45	3308	3314	0	1
813	23	4300000	6000000	1700000	1	Xp22.32	45	3314	3316	0	1
814	23	6000000	9500000	3500000	7	Xp22.31	45	3316	3320	0	1
815	23	9500000	17100000	7600000	1	Xp22.2	45	3320	3327	0	1
816	23	17100000	19300000	2200000	7	Xp22.13	45	3327	3329	0	1
817	23	19300000	21900000	2600000	1	Xp22.12	45	3329	3331	0	1
818	23	21900000	24900000	3000000	7	Xp22.11	45	3331	3333	0	1
819	23	24900000	29300000	4400000	0	Xp21.3	45	3333	3339	0	1
820	23	29300000	31500000	2200000	7	Xp21.2	45	3339	3341	0	1
821	23	31500000	37600000	6100000	0	Xp21.1	45	3341	3347	0	1
822	23	37600000	42400000	4800000	7	Xp11.4	45	3347	3351	0	1
823	23	42400000	46400000	4000000	2	Xp11.3	45	3351	3354	0	1
824	23	46400000	49800000	3400000	7	Xp11.23	45	3353	3359	0	1
825	23	49800000	54800000	5000000	4	Xp11.22	45	3359	3365	0	1
826	23	54800000	58100000	3300000	7	Xp11.21	45	3365	3368	0	1
827	23	58100000	60600000	2500000	5	Xp11.1	45	3368	3369	0	1
828	23	60600000	63000000	2400000	5	Xq11.1	46	3370	3371	0	1
829	23	63000000	64600000	1600000	7	Xq11.2	46	3371	3373	0	1
830	23	64600000	67800000	3200000	1	Xq12	46	3373	3378	0	1
831	23	67800000	71800000	4000000	7	Xq13.1	46	3378	3382	0	1
832	23	71800000	73900000	2100000	1	Xq13.2	46	3382	3385	0	1
833	23	73900000	76000000	2100000	7	Xq13.3	46	3385	3387	0	1
834	23	76000000	84600000	8600000	0	Xq21.1	46	3387	3395	0	1
835	23	84600000	86200000	1600000	7	Xq21.2	46	3395	3397	0	1
836	23	86200000	91800000	5600000	0	Xq21.31	46	3397	3402	0	1
837	23	91800000	93500000	1700000	7	Xq21.32	46	3402	3405	0	1
838	23	93500000	98300000	4800000	2	Xq21.33	46	3404	3412	0	1
839	23	98300000	102600000	4300000	7	Xq22.1	46	3412	3417	0	1
840	23	102600000	103700000	1100000	1	Xq22.2	46	3417	3419	0	1
841	23	103700000	108700000	5000000	7	Xq22.3	46	3419	3425	0	1
842	23	108700000	116500000	7800000	2	Xq23	46	3425	3432	0	1
843	23	116500000	120900000	4400000	7	Xq24	46	3432	3437	0	1
844	23	120900000	128700000	7800000	0	Xq25	46	3437	3443	0	1
845	23	128700000	130400000	1700000	7	Xq26.1	46	3443	3445	0	1
846	23	130400000	133600000	3200000	4	Xq26.2	46	3445	3450	0	1
847	23	133600000	138000000	4400000	7	Xq26.3	46	3450	3455	0	1
848	23	138000000	140300000	2300000	2	Xq27.1	46	3455	3458	0	1
849	23	140300000	142100000	1800000	7	Xq27.2	46	3458	3462	0	1
850	23	142100000	147100000	5000000	0	Xq27.3	46	3462	3466	0	1
851	23	147100000	155270560	8170560	7	Xq28	46	3466	3474	10000000	1
852	24	0	2500000	2500000	7	Yp11.32	47	3475	3475	0	0.5
853	24	2500000	3000000	500000	1	Yp11.31	47	3475	3476	0	0.5
854	24	3000000	11600000	8600000	7	Yp11.2	47	3476	3477	0	0.5
855	24	11600000	12500000	900000	5	Yp11.1	47	3477	3478	0	0.5
856	24	12500000	13400000	900000	5	Yq11.1	48	3479	3480	0	0.5
857	24	13400000	15100000	1700000	7	Yq11.21	48	3480	3481	0	0.5
858	24	15100000	19800000	4700000	1	Yq11.221	48	3481	3482	0	0.5
859	24	19800000	22100000	2300000	7	Yq11.222	48	3482	3483	0	0.5
860	24	22100000	26200000	4100000	1	Yq11.223	48	3483	3484	0	0.5
861	24	26200000	28800000	2600000	7	Yq11.23	48	3484	3485	0	0.5
862	24	28800000	59373566	30573566	3	Yq12	48	3485	3486	5000000	0.5
863	25	0	35477943	35477943	0	hs37d5	49	3487	8201	5000000	0.25
864	26	0	16570	16570	8	MT	50	3306	3306	5000000	750
865	27	0	171824	171824	7	NC_007605	51	3307	3307	1000000	50
866	28	0	106434	106434	4	GL000191.1	52	3247	3247	100000	10
867	29	0	547497	547497	7	GL000192.1	53	3248	3248	100000	10
868	30	0	189790	189790	4	GL000193.1	54	3249	3249	100000	10
869	31	0	191470	191470	7	GL000194.1	55	3250	3250	100000	10
870	32	0	182897	182897	4	GL000195.1	56	3251	3251	100000	10
871	33	0	38915	38915	7	GL000196.1	57	3252	3252	100000	10
872	34	0	37176	37176	4	GL000197.1	58	3253	3253	100000	10
873	35	0	90086	90086	7	GL000198.1	59	3254	3254	100000	10
874	36	0	169875	169875	4	GL000199.1	60	3255	3255	100000	10
875	37	0	187036	187036	7	GL000200.1	61	3256	3256	100000	10
876	38	0	36149	36149	4	GL000201.1	62	3257	3257	100000	10
877	39	0	40104	40104	7	GL000202.1	63	3258	3258	100000	10
878	40	0	37499	37499	4	GL000203.1	64	3259	3259	100000	10
879	41	0	81311	81311	7	GL000204.1	65	3260	3260	100000	10
880	42	0	174589	174589	4	GL000205.1	66	3261	3261	100000	10
881	43	0	41002	41002	7	GL000206.1	67	3262	3262	100000	10
882	44	0	4263	4263	4	GL000207.1	68	3263	3263	100000	10
883	45	0	92690	92690	7	GL000208.1	69	3264	3264	100000	10
884	46	0	159170	159170	4	GL000209.1	70	3265	3265	100000	10
885	47	0	27683	27683	7	GL000210.1	71	3266	3266	100000	10
886	48	0	166567	166567	4	GL000211.1	72	3267	3267	100000	10
887	49	0	186859	186859	7	GL000212.1	73	3268	3268	100000	10
888	50	0	164240	164240	4	GL000213.1	74	3269	3269	100000	10
889	51	0	137719	137719	7	GL000214.1	75	3270	3270	100000	10
890	52	0	172546	172546	4	GL000215.1	76	3271	3271	100000	10
891	53	0	172295	172295	7	GL000216.1	77	3272	3272	100000	10
892	54	0	172150	172150	4	GL000217.1	78	3273	3273	100000	10
893	55	0	161148	161148	7	GL000218.1	79	3274	3274	100000	10
894	56	0	179199	179199	4	GL000219.1	80	3275	3275	100000	10
895	57	0	161803	161803	7	GL000220.1	81	3276	3276	100000	10
896	58	0	155398	155398	4	GL000221.1	82	3277	3277	100000	10
897	59	0	186862	186862	7	GL000222.1	83	3278	3278	100000	10
898	60	0	180456	180456	4	GL000223.1	84	3279	3279	100000	10
899	61	0	179694	179694	7	GL000224.1	85	3280	3280	100000	10
900	62	0	211174	211174	4	GL000225.1	86	3281	3281	100000	10
901	63	0	15009	15009	7	GL000226.1	87	3282	3282	100000	10
902	64	0	128375	128375	4	GL000227.1	88	3283	3283	100000	10
903	65	0	129121	129121	7	GL000228.1	89	3284	3284	100000	10
904	66	0	19914	19914	4	GL000229.1	90	3285	3285	100000	10
905	67	0	43692	43692	7	GL000230.1	91	3286	3286	100000	10
906	68	0	27387	27387	4	GL000231.1	92	3287	3287	100000	10
907	69	0	40653	40653	7	GL000232.1	93	3288	3288	100000	10
908	70	0	45942	45942	4	GL000233.1	94	3289	3289	100000	10
909	71	0	40532	40532	7	GL000234.1	95	3290	3290	100000	10
910	72	0	34475	34475	4	GL000235.1	96	3291	3291	100000	10
911	73	0	41935	41935	7	GL000236.1	97	3292	3292	100000	10
912	74	0	45868	45868	4	GL000237.1	98	3293	3293	100000	10
913	75	0	39940	39940	7	GL000238.1	99	3294	3294	100000	10
914	76	0	33825	33825	4	GL000239.1	100	3295	3295	100000	10
915	77	0	41934	41934	7	GL000240.1	101	3296	3296	100000	10
916	78	0	42153	42153	4	GL000241.1	102	3297	3297	100000	10
917	79	0	43524	43524	7	GL000242.1	103	3298	3298	100000	10
918	80	0	43342	43342	4	GL000243.1	104	3299	3299	100000	10
919	81	0	39930	39930	7	GL000244.1	105	3300	3300	100000	10
920	82	0	36652	36652	4	GL000245.1	106	3301	3301	100000	10
921	83	0	38155	38155	7	GL000246.1	107	3302	3302	100000	10
922	84	0	36423	36423	4	GL000247.1	108	3303	3303	100000	10
923	85	0	39787	39787	7	GL000248.1	109	3304	3304	100000	10
924	86	0	38503	38503	4	GL000249.1	110	3305	3305	5000000	10
