geneId	chromosomeIndex	startPos	endPos	geneTypeIndex	cytobandIndices	tadIndices	geneName	cancerGene	rppaIds	batch	reactomePathwayIds	orientation
186567	19	45165545	45187631	5	756	3058;3059	CEACAM19	0	.	35	.	1
186572	8	7669242	7673238	5	374	1604	DEFB107A	0	.	35	1461957;1461973	-1
186575	22	29999545	30094587	5	805	3215	NF2	1	354;355	35	2029482;5627123	1
186577	6	34214157	34217247	5	292	1249	SMIM29	0	.	35	.	-1
186579	8	7682694	7686575	5	374	1604	DEFB106A	0	.	35	1461957;1461973	1
186583	8	145086582	145101933	5	411	1767	SPATC1	0	.	35	.	1
186591	7	129470572	129592789	5	364	1560	UBE2H	1	.	35	983168;8866652	-1
186594	17	1614787	1620468	10	699	2824	MIR22HG	0	.	35	.	-1
186599	8	7345191	7347115	5	374	1604	DEFB105B	0	.	35	1461957;1461973	1
186603	1	45792577	45794205	5	15	58	HPDL	0	.	35	.	1
186625	6	149916009	149970108	5	323	1378;1379	KATNA1	0	.	35	.	-1
186628	15	83424114	83474822	5	669	2702	FSD2	0	.	35	.	-1
186635	11	72396114	72504644	5	517	2165;2166	ARAP1	0	.	35	194840;8849469	-1
186638	9	34252379	34311369	5	422	1809	KIF24	0	.	35	5620912	-1
186642	11	72287185	72385635	5	517	2165;2166	PDE2A	0	.	35	418457;418555	-1
186645	7	76654008	76659889	0	349	1503	SPDYE17	0	.	35	.	-1
186648	14	24521209	24538937	5	615	2520	CARMIL3	0	.	35	.	1
186652	11	57154267	57158130	5	511	2143	PRG2	0	.	35	6798695	-1
186654	22	45064427	45133561	5	809	3237;3238	PRR5	1	.	35	389357;1257604;5218920;5674400;6804757	1
186660	11	58346584	58388515	5	511	2144;2145	ZFP91	0	.	35	.	1
186665	17	65987217	65992547	5	718	2901	C17orf58	0	.	35	.	-1
186666	12	50229822	50236912	5	548	2299	BCDIN3D	0	.	35	203927	-1
186675	23	75002823	75005071	5	833	3386	MAGEE2	0	.	35	.	-1
186676	7	124673507	124675355	7	362	1554	EEF1GP1	0	.	35	.	1
186678	23	55199150	55202459	0	826	3365;3366	AL590240.1	0	.	35	.	1
186684	2	127941696	127977654	5	96	421	CYP27C1	0	.	35	.	-1
186687	5	130506503	130541119	5	268	1140	LYRM7	0	.	35	.	1
186704	7	76607934	76633625	1	349	1503	DTX2P1	0	.	35	.	1
186710	12	113587663	113597081	5	567	2378;2379	CFAP73	0	.	35	.	1
186714	11	32623792	32816204	5	505	2115	CCDC73	0	.	35	.	-1
186715	1	17081405	17096732	1	7	21	MST1L	1	.	35	.	-1
186716	22	23521891	23660224	5	803	3206	BCR	1	.	35	194840;1839117;5655302	1
186723	19	15915359	15926474	5	746	3032	OR10H1	0	.	35	381753	-1
186732	22	43807202	43903728	5	808	3236	MPPED1	0	.	35	.	1
186743	6	116359919	116360658	7	312	1338	TPI1P3	0	.	35	.	1
186765	17	79495422	79504156	5	722	2919	FSCN2	0	.	35	.	1
186766	10	129535499	129539450	5	495	2068	FOXI2	0	.	35	.	1
186767	23	62567107	62571223	5	828	3371	SPIN4	0	.	35	.	-1
186777	4	264464	299110	5	188	790	ZNF732	0	.	35	212436	-1
186787	23	57144984	57147979	5	826	3368	SPIN2B	0	.	35	.	-1
186788	9	84558501	84564953	5	436	1852	SPATA31D3	0	.	35	.	1
186790	1	47881744	47883724	5	16	63	FOXE3	0	.	35	.	1
186792	3	50330262	50336899	5	141	615	HYAL3	0	.	35	2024101;2160916	-1
186795	10	118957000	118969810	5	491	2056;2057	KCNK18	0	.	35	1299344;5576886	1
186803	9	21206180	21207142	5	419	1796	IFNA10	1	.	35	909733;912694;933541;983231	-1
186806	19	51834790	51845378	5	759	3068	VSIG10L	0	.	35	.	-1
186807	10	47746936	47763041	5	471	1980;1981	ANXA8L2	0	.	35	.	1
186810	23	70835766	70838367	5	831	3382	CXCR3	0	.	35	380108;418594	-1
186812	18	32820994	32847097	5	732	2964	ZNF397	0	.	35	.	1
186814	18	32831022	32870209	5	732	2964	ZSCAN30	0	.	35	.	-1
186815	12	113658855	113736390	5	567	2379	TPCN1	0	.	35	2672351	1
186818	19	55155340	55181810	5	760	3071	LILRB4	1	.	35	198933	1
186825	2	132552534	132559234	10	98	423	C2orf27B	0	.	35	.	-1
186827	1	1146706	1149518	5	1	3	TNFRSF4	0	.	35	5669034	-1
186831	17	18330175	18335162	1	703	2845	KRT17P2	0	.	35	.	1
186832	17	39766030	39772151	5	709	2869	KRT16	0	.	35	6805567;6809371	-1
186834	17	43225869	43229468	5	710	2873;2874	HEXIM1	0	.	35	.	1
186838	19	40005753	40011326	5	755	3055	SELENOV	0	.	35	.	1
186844	1	152799949	152800370	5	39	164	LCE1A	0	.	35	6809371	1
186847	17	39738531	39743173	5	709	2869	KRT14	0	.	35	446107;6805567;6809371	-1
186854	2	85048774	85134132	5	86	377;378	TRABD2A	0	.	35	.	-1
186860	17	39471169	39471947	5	709	2869	KRTAP17-1	0	.	35	6805567	-1
186862	10	102767440	102790914	5	486	2039;2040	PDZD7	0	.	35	.	-1
186866	21	46683843	46707813	5	795	3195	POFUT2	0	.	35	5173214	-1
186867	4	122250467	122302214	5	217	924	QRFPR	0	.	35	389397;416476	-1
186868	17	43971748	44105700	5	710	2874	MAPT	1	531	35	264870	1
186871	23	71424507	71458897	5	831	3382	ERCC6L	0	.	35	68877;141444;2467813;2500257;5663220	-1
186881	9	107266544	107267503	5	443	1880	OR13F1	0	.	35	381753	1
186886	11	55491252	55497097	1	510	2141;2142	AP006437.1	0	.	35	.	1
186889	2	62727356	62739029	5	80	349	TMEM17	0	.	35	.	-1
186891	1	1138888	1142071	5	1	3	TNFRSF18	0	.	35	5669034;8877330	-1
186895	11	69624992	69633792	5	516	2162	FGF3	1	.	35	109704;190370;190377;1257604;2033519;2219530;5654219;5654221;5654687;5654688;5654689;5654693;5654695;5654699;5654700;5654726;5654727;5655253;5658623;5673001;6811558	-1
186897	12	49726194	49730971	5	548	2298	C1QL4	0	.	35	.	-1
186907	11	57228022	57245007	5	511	2143	RTN4RL2	0	.	35	163125	1
186908	12	77157368	77247476	5	557	2338	ZDHHC17	0	.	35	.	1
186910	14	94908801	94919127	5	637	2607	SERPINA11	0	.	35	.	-1
186912	23	69478020	69479614	5	831	3380;3381	P2RY4	0	.	35	417957;418594	-1
186918	8	28203102	28260218	5	378	1632;1633	ZNF395	0	.	35	.	-1
186919	17	74068042	74079747	5	720	2910	ZACN	0	.	35	.	1
186924	21	31973406	31973701	5	791	3174	KRTAP22-1	0	.	35	6805567	1
186925	21	31913854	31914183	5	791	3174	KRTAP19-6	0	.	35	6805567	-1
186930	21	31970909	31971221	5	791	3174	KRTAP6-2	0	.	35	6805567	-1
186940	9	82006219	82006674	7	435	1850	CHCHD2P9	0	.	35	.	1
186943	9	107331449	107332411	5	443	1880	OR13C8	0	.	35	381753	1
186951	22	46546424	46639653	5	809	3239	PPARA	0	.	35	381340;383280;400206;400253;1368082;1368108;1989781;2151201;2426168;4090294	1
186952	5	109624934	110074657	5	263	1118;1119	TMEM232	0	.	35	.	-1
186960	14	29241910	29282659	10	616	2524	LINC01551	0	.	35	.	1
186965	21	31859376	31859755	5	791	3174	KRTAP19-2	0	.	35	6805567	-1
186967	21	31869142	31869451	5	791	3174	KRTAP19-4	0	.	35	6805567	-1
186970	21	31812593	31813263	5	791	3174	KRTAP15-1	0	.	35	6805567	1
186971	21	31802548	31803344	5	791	3174	KRTAP13-4	0	.	35	6805567	1
186973	1	43610824	43622067	5	14	54	FAM183A	0	.	35	.	1
186976	22	43924624	44208217	5	808;809	3236	EFCAB6	0	.	35	.	-1
186977	21	31873975	31874435	5	791	3174	KRTAP19-5	0	.	35	6805567	-1
186980	21	31720717	31720927	5	791	3174	KRTAP23-1	0	.	35	6805567	-1
186994	19	8387468	8408146	5	744	3025	KANK3	0	.	35	.	-1
186998	22	29601840	29655586	5	805	3214	EMID1	0	.	35	.	1
187003	9	111624546	111626039	5	445	1883;1884	ACTL7A	0	.	35	.	1
187005	21	32127148	32127746	5	791	3174	KRTAP21-1	0	.	35	6805567	-1
187010	1	25598884	25656936	5	9	32;33	RHD	0	.	35	.	1
187012	22	44965219	44968221	10	809	3237	LINC00207	0	.	35	.	1
187013	17	59489112	59490641	10	715	2893;2894	C17orf82	0	.	35	.	1
187017	1	6484848	6521430	5	3	8	ESPN	0	.	35	.	1
187021	10	118349897	118368687	5	491	2055;2056	PNLIPRP1	0	.	35	192456	1
187024	9	130452627	130487152	5	450	1913;1914	PTRH1	0	.	35	.	-1
187026	21	32119112	32119551	5	791	3174	KRTAP21-2	0	.	35	6805567	-1
187033	3	169629360	169656963	5	179	756	SAMD7	0	.	35	.	1
187037	7	37723399	37873390	5	339	1455	GPR141	0	.	35	.	1
187045	22	37461476	37505603	5	806	3224	TMPRSS6	0	.	35	1442490;1474228	-1
187048	1	47394849	47407156	5	16	62	CYP4A11	0	.	35	211935;211958;211979;1989781;2142691;2142816	-1
187049	11	61159159	61166335	5	512	2150	TMEM216	1	.	35	5620912	1
187051	22	39925098	39928860	5	807	3229	RPS19BP1	0	.	35	3371453	-1
187054	4	68775103	68829858	5	203	864	TMPRSS11A	1	.	35	.	-1
187066	11	64852451	64856847	5	514	2155	TMEM262	0	.	35	.	-1
187068	3	184795838	184870802	5	184	772	C3orf70	0	.	35	.	-1
187079	11	12696138	12966030	5	499;500	2092;2093	TEAD1	1	.	35	2032785;8951671	1
187080	1	248128535	248129688	5	63	276	OR2AK2	0	.	35	381753	1
187082	8	7340026	7343922	5	374	1604	DEFB106B	0	.	35	1461957;1461973	-1
187091	3	38048987	38071253	5	137	597;598	PLCD1	0	.	35	1855204	-1
187094	3	42299317	42307699	5	138	604	CCK	0	.	35	375276;416476	-1
187097	14	74424713	74486102	5	631	2576;2577	ENTPD5	0	.	35	8850843	-1
187098	3	69788586	70017488	5	146;147	641	MITF	1	.	35	3232118	1
187103	6	146492451	146492983	7	322	1373	FUNDC2P3	0	.	35	.	1
187105	14	73945189	74025651	5	631	2576	HEATR4	0	.	35	.	-1
187109	12	76430367	76478813	5	557	2336;2337	NAP1L1	1	.	35	.	-1
187116	19	54818353	54824409	5	760	3071	LILRA5	0	.	35	198933	-1
187118	3	28283075	28366633	5	134	588	CMC1	0	.	35	.	1
187122	10	98757795	98945677	5	484	2035	SLIT1	1	.	35	373752;376176;428542;8985801;9010553	-1
187123	2	150186499	150330662	5	104	443	LYPD6	0	.	35	.	1
187134	10	5005445	5025475	5	457	1936	AKR1C1	0	.	35	193368;193775;193807;975634	1
187135	19	30017406	30055386	5	751	3045	VSTM2B	0	.	35	.	1
187140	1	63788712	63790797	5	20	76	FOXD3	0	.	35	2892247	1
187144	1	16713612	16763919	5	7	21	SPATA21	0	.	35	.	-1
187147	1	44870866	45117396	5	15	57	RNF220	0	.	35	983168	1
187151	11	101761405	101787253	5	523	2199	ANGPTL5	0	.	35	.	-1
187164	10	118640993	118886097	5	491	2056	SHTN1	1	.	35	437239	-1
187166	12	48722763	48724062	5	547	2297	H1FNT	0	.	35	.	1
187170	1	152680636	152681967	5	39	164	LCE4A	1	.	35	6809371	1
187172	21	10996026	11098980	1	785	3153	BAGE2	0	.	35	.	-1
187173	1	152670840	152671918	5	39	164	LCE2A	0	.	35	6809371	1
187175	21	46101491	46102078	5	795	3193	KRTAP12-1	1	.	35	6805567	-1
187180	1	152647771	152649050	5	39	164	LCE2C	0	.	35	6809371	1
187185	16	57832098	57850850	10	689	2787	AC092118.1	0	.	35	.	1
187186	9	34664160	34666109	5	422	1810	AL162231.1	0	.	35	.	-1
187187	19	40490041	40526948	5	755	3055	ZNF546	0	.	35	212436	1
187189	6	116571124	116575303	5	312	1339	TSPYL4	0	.	35	.	-1
187191	24	26909216	26959639	5	861	3485	DAZ3	0	.	35	.	-1
187193	16	56716336	56718108	5	688	2786	MT1X	0	.	35	5661231	1
187210	9	79034766	79122332	5	433	1845;1846	GCNT1	0	.	35	913709	1
187223	1	152635872	152637135	5	39	164	LCE2D	0	.	35	6809371	1
187231	2	179966419	180129517	5	110	474	SESTD1	0	.	35	.	-1
187238	1	152586287	152586574	5	39	164	LCE3B	0	.	35	6809371	1
187239	9	132649466	132805473	5	450	1917	FNBP1	1	.	35	8856828	-1
187240	11	102980160	103350591	5	525	2199;2200	DYNC2H1	0	.	35	5610787;5620924	1
187242	17	39017555	39023462	5	709	2869	KRT12	0	.	35	6805567;6809371	-1
187243	23	51804923	51812344	5	825	3361	MAGED4B	0	.	35	.	-1
187244	19	45312316	45324677	5	757	3058;3059	BCAM	0	.	35	.	1
187257	7	77325760	77412339	5	349	1503	RSBN1L	1	.	35	.	1
187258	7	34697851	34917944	5	337	1451	NPSR1	0	.	35	375276;416476;418555	1
187260	7	151072995	151107813	5	369	1585	WDR86	0	.	35	.	-1
187266	19	11487881	11495018	5	744	3027	EPOR	1	.	35	.	-1
187268	23	13053737	13062801	5	815	3324	FAM9C	0	.	35	.	-1
187272	17	39394297	39395256	5	709	2869	KRTAP9-8	0	.	35	6805567	1
187288	3	9908395	9921938	5	129	565	CIDEC	0	.	35	8963889;8964572	-1
187323	18	49866542	51062273	5	735	2982;2983;2984	DCC	1	.	35	373752;376172;418885;418886;418889;418890;428542	1
187325	23	77385245	77395203	5	834	3388;3389	TAF9B	1	.	35	73776;73779;75953;76042;167161;167162;167172;674695;5689880;6804756	-1
187372	5	140593491	140598551	5	271	1154	PCDHB13	0	.	35	.	1
187391	7	77646374	79082890	5	350	1503;1504	MAGI2	1	.	35	373753	-1
187398	11	24518516	25104177	5	502	2106;2107	LUZP2	1	.	35	.	1
187416	7	103969104	104547679	5	356;357	1529;1530	LHFPL3	0	.	35	.	1
187446	15	41523037	41574088	5	653	2651	CHP1	0	.	35	2160916	1
187461	6	13469513	13486415	5	286	1224	AL583828.1	0	.	35	.	-1
187472	6	99228133	99228381	7	308	1321	AL589826.1	0	.	35	.	-1
187474	19	52298416	52329442	5	759	3069	FPR3	0	.	35	418594;444473	1
187475	6	26107647	26108364	5	288	1237	HIST1H1T	0	.	35	.	-1
187479	11	43946892	43965888	5	507	2126	C11orf96	0	.	35	.	1
187481	1	120009844	120016426	0	32	145	HSD3BP1	0	.	35	.	1
187483	14	95107062	95113331	1	637	2607	SERPINA13P	0	.	35	.	1
187486	11	17407406	17410878	5	501	2098	KCNJ11	0	.	35	382556;422356;1296025;5578775;5683177	-1
187492	3	49828165	49837268	5	141	615	CDHR4	0	.	35	.	-1
187498	13	110801310	110959496	5	609	2503;2504	COL4A1	1	.	35	186797;216083;419037;1442490;1474244;1650814;2022090;2214320;2243919;3000157;3000171;3000178;3000480;8948216	-1
187504	17	49579849	49580594	7	712	2881	RPL7P48	0	.	35	.	-1
187510	12	93115238	93166231	5	561	2353;2354	PLEKHG7	0	.	35	.	1
187513	1	35258599	35261348	5	13	42;43	GJA4	0	.	35	190861	1
187514	2	232571605	232578251	5	123	538	PTMA	0	.	35	.	1
187516	23	37850070	37850570	5	822	3347	HYPM	0	.	35	.	1
187522	10	14880163	14913740	5	459	1947	HSPA14	0	.	35	3371453	1
187527	3	192992579	193096632	5	187	782	ATP13A5	1	.	35	936837	-1
187531	17	79869815	79879199	5	722	2920	SIRT7	1	.	35	.	-1
187533	4	70999333	71042516	5	204	867	PRR27	0	.	35	.	1
187534	19	40449146	40449587	7	755	3055	PRR13P5	0	.	35	.	-1
187535	16	1560428	1662111	5	674	2727	IFT140	0	.	35	5610787;5620924	-1
187536	2	26032794	26033525	7	70	306	TPM3P7	0	.	35	.	-1
187537	14	19988416	20020272	5	615	2514	POTEG	0	.	35	.	-1
187545	1	12952727	12958101	5	6	16	PRAMEF10	0	.	35	.	-1
187546	7	15239943	15601640	5	332	1426	AGMO	0	.	35	75109	-1
187550	19	56041100	56048456	5	760	3071	SBK2	0	.	35	.	-1
187553	10	94820565	94829293	5	483	2030	CYP26C1	0	.	35	211916;5365859;5579004	1
187554	1	223282748	223316624	5	56	248	TLR5	1	.	35	168176;975871;5602680;5603037	-1
187555	16	8985951	9058371	5	675	2735	USP7	1	.	35	5689880;6781823;6781827;6782135;6782210;6804757;8866652;8948747	-1
187556	19	13972877	13991571	5	745	3029	NANOS3	0	.	35	.	1
187559	9	70917783	70919821	5	431	1836;1837	FOXD4L3	0	.	35	.	1
187566	6	18120671	18122918	5	287	1229	NHLRC1	0	.	35	3322077;3785653	-1
187569	12	7864050	7870155	5	535	2251	DPPA3	1	.	35	.	1
187581	14	93813537	93814702	5	636	2605	COX8C	0	.	35	.	1
187583	1	901877	911245	5	1	3	PLEKHN1	0	.	35	.	1
187589	18	14377545	14378756	7	727	2942	TERF1P2	0	.	35	.	-1
187595	17	40177594	40250497	5	709	2870	ZNF385C	0	.	35	.	-1
187601	23	55478538	55479999	5	826	3366	MAGEH1	0	.	35	.	1
187605	2	74213531	74335303	5	84	366	TET3	1	.	35	5221030	1
187607	17	15602891	15624101	5	702	2841;2842	ZNF286A	0	.	35	212436	1
187608	1	936518	949921	5	1	3	ISG15	0	.	35	168276;168928;909733;936440;1169408;5656169	1
187609	9	140201348	140317714	5	454	1928	EXD3	0	.	35	.	-1
187612	11	55681126	55682058	5	510	2142	OR5W2	0	.	35	381753	-1
187616	9	136379708	136393734	5	453	1922	MYMK	0	.	35	.	-1
187621	14	96116835	96146170	6	637	2608	TCL6	1	.	35	.	1
187624	17	260118	280853	5	699	2821	C17orf97	0	.	35	.	1
187626	6	28212401	28220002	5	289	1240	ZKSCAN4	0	.	35	212436	-1
187627	2	87135076	87241099	5	86	380	RGPD1	0	.	35	.	1
187630	14	24439083	24475617	5	615	2519;2520	DHRS4L2	0	.	35	.	1
187634	1	859308	879961	5	1	3	SAMD11	0	.	35	.	1
187642	1	910584	917473	5	1	3	PERM1	1	.	35	2151201	-1
187650	19	5904869	5910864	5	743	3022	VMAC	0	.	35	.	1
187653	4	91760054	91760188	7	210	891	TMSB4XP8	1	.	35	.	-1
187657	24	9743204	9745748	0	854	3477	TSPY13P	0	.	35	.	-1
187658	5	157098561	157107151	5	275	1174	C5orf52	0	.	35	.	1
187664	19	19366450	19373605	5	747	3036	HAPLN4	0	.	35	.	-1
187672	3	55542336	56502391	5	144	622	ERC2	0	.	35	.	-1
187676	13	31774073	31906413	5	583	2420;2421	B3GLCT	0	.	36	5083635;5173214	1
187678	5	141689992	141706020	5	271	1156	SPRY4	0	.	36	.	-1
187682	23	48684923	48688548	5	824	3358	ERAS	0	.	36	.	1
187686	11	124983057	124996677	2	530	2228	KRT18P59	0	.	36	.	1
187688	17	16318856	16340317	5	703	2842	TRPV2	0	.	36	3295583	1
187689	4	71384257	71398459	5	204	867	AMTN	0	.	36	381426;8957275	1
187690	23	51149767	51151695	5	825	3361	CXorf67	0	.	36	.	1
187695	3	128628717	128690173	5	167	707;708	AC112484.1	0	.	36	.	-1
187699	2	190744335	191068210	5	113	488	C2orf88	0	.	36	.	1
187701	1	248813232	248814185	5	63	276	OR2T27	0	.	36	381753	-1
187713	9	140098534	140100090	5	454	1928	TMEM203	0	.	36	.	-1
187714	10	50818347	50820766	5	472	1984	SLC18A3	0	.	36	264642;8856825;8856828	1
187715	3	127634075	127706514	5	167	706	KBTBD12	0	.	36	.	1
187720	15	71389291	72075722	5	664	2686;2687;2688	THSD4	0	.	36	5083635;5173214	1
187721	13	19600141	19606766	0	579	2405	GTF2IP3	0	.	36	.	-1
187726	11	73661364	73681411	5	517	2168	DNAJB13	0	.	36	.	1
187730	1	1950737	1962197	5	1	5	GABRD	0	.	36	.	1
187733	1	104293028	104301312	5	28	128	AMY1C	0	.	36	189085	1
187735	8	54879112	54935089	5	387	1660	TCEA1	1	.	36	75955;112382;167152;167200;167238;167243;167246;167287;167290;674695;6781823;6781827;6782135;6782210;6796648	-1
187736	2	219940039	220025587	5	119	524	NHEJ1	1	.	36	5693571	-1
187741	16	89803957	89883065	5	698	2819	FANCA	1	.	36	6783310	-1
187742	9	91933421	91974577	5	439	1861;1862	SECISBP2	0	.	36	2408557	1
187747	11	5602107	5603114	5	498	2083	OR52B6	0	.	36	381753	1
187753	9	88835180	88874572	5	437	1857	C9orf153	0	.	36	.	-1
187754	23	52673140	52683950	5	825	3362	SSX7	0	.	36	.	-1
187758	4	100197524	100212185	5	213	898	ADH1A	1	.	36	71384;2161541;5365859	-1
187762	6	34991299	34991608	7	292	1251	HSPE1P11	0	.	36	.	1
187763	6	28014212	28015145	0	289	1240	OR2B7P	0	.	36	.	1
187764	9	91975702	92113045	5	439	1862	SEMA4D	1	.	36	416550;416572;416700	-1
187766	21	46031996	46032871	5	795	3193	KRTAP10-8	0	.	36	6805567	1
187772	6	105384491	105531207	5	310;311	1327	LIN28B	0	.	36	.	1
187773	18	72101334	72125179	5	741	3006	FAM69C	0	.	36	.	-1
187775	17	76419778	76573476	5	722	2914	DNAH17	0	.	36	.	-1
187778	12	49950327	49961936	5	548	2298;2299	MCRS1	1	.	36	3214847;5689603;5696394	-1
187783	10	45406648	45432450	5	470	1976	TMEM72	0	.	36	.	1
187786	8	145321517	145323045	5	411	1768	SCXB	0	.	36	.	1
187790	14	45605143	45670093	5	621	2540	FANCM	1	.	36	6783310	1
187791	9	34889061	34895775	5	422	1810	FAM205C	0	.	36	.	-1
187792	22	24080865	24093279	5	803	3206	ZNF70	0	.	36	212436	-1
187796	9	139256355	139268133	5	454	1926	CARD9	0	.	36	168638;5607764	-1
187800	1	156863490	156886226	5	41	169	PEAR1	1	.	36	.	1
187801	1	40915774	40929390	5	14	49	ZFP69B	0	.	36	212436	1
187806	15	72690614	72700370	5	664;665	2689	TMEM202	0	.	36	.	1
187808	23	118892576	118894127	5	843	3435	SOWAHD	0	.	36	.	1
187811	11	71292956	71318487	5	517	2164	AP000867.1	0	.	36	.	-1
187812	15	76067894	76079239	1	666	2694	AC019294.1	0	.	36	.	1
187815	1	40942887	40962015	5	14	49	ZFP69	0	.	36	212436	1
187821	4	185939995	185941958	5	233	998;999	HELT	0	.	36	.	1
187823	23	111697728	111700340	5	842	3428	RTL4	0	.	36	.	1
187824	17	10602332	10633633	5	701	2837	TMEM220	0	.	36	.	-1
187833	2	74011316	74044274	5	84	366	C2orf78	0	.	36	.	1
187837	6	26056015	26056656	5	288	1237	HIST1H1C	1	.	36	211227;2559584	-1
187838	17	7293046	7298162	5	701	2831	PLSCR3	0	.	36	.	-1
187840	8	37887859	37917883	5	380	1643	EIF4EBP1	1	6;7;8;9;10;11;12;13;14;15;16	36	72662;166208	1
187847	19	9309030	9320743	1	744	3026	OR7E25P	0	.	36	.	1
187848	12	133195366	133198972	5	573	2400	P2RX2	0	.	36	139853;418346	1
187855	12	108168162	108170421	5	564	2372	ASCL4	0	.	36	.	1
187857	12	55756759	55763063	5	550	2306	OR6C75	0	.	36	381753	1
187860	22	30752624	30774647	5	805	3215	CCDC157	0	.	36	.	1
187862	1	156549519	156556562	5	41	168	TTC24	0	.	36	.	1
187866	9	71394950	71399524	5	431	1837	FAM122A	0	.	36	.	1
187867	19	14164177	14169971	5	746	3029	PALM3	0	.	36	.	-1
187870	17	20646646	20657814	0	703	2848	RNFT1P3	0	.	36	.	-1
187871	6	55192267	55267291	5	297	1278	GFRAL	0	.	36	.	1
187889	1	57184477	57285369	5	18	71;72	FYB2	1	.	36	.	-1
187893	23	47566590	47612855	1	824	3355;3356	CXXC1P1	0	.	36	.	1
187900	3	97957196	97958125	0	154	671	OR5H7P	0	.	36	.	1
187902	19	55940107	55954230	5	760	3071	SHISA7	0	.	36	.	-1
187905	22	21400249	21418457	5	801	3203	LRRC74B	0	.	36	.	1
187908	10	124320181	124403252	5	494	2063	DMBT1	0	.	36	5683826	1
187912	19	14693896	14721969	5	746	3031	CLEC17A	0	.	36	.	1
187918	11	5470553	5477748	5	498	2083	OR51I2	0	.	36	381753	1
187922	9	139632619	139637808	5	454	1926;1927	LCN10	0	.	36	.	-1
187942	1	22138758	22151714	5	8	26	LDLRAD2	0	.	36	.	1
187944	2	197669726	197675000	5	115	498	C2orf66	0	.	36	.	-1
187950	12	29565407	29650619	5	542	2279	OVCH1	1	.	36	.	-1
187951	15	30916697	31065196	5	650	2638	ARHGAP11B	0	.	36	194840	1
187952	1	21754796	21756029	7	8	26	HS6ST1P1	0	.	36	.	1
187953	7	6749759	6793493	1	330	1416	PMS2CL	1	.	36	.	1
187954	8	145674965	145691060	5	411	1768	CYHR1	0	.	36	.	-1
187955	8	121072019	121384275	5	406	1737;1738	COL14A1	0	.	36	1442490;1650814;2022090;8948216	1
187957	2	230222345	230579274	5	122	535	DNER	1	.	36	2122948	-1
187959	17	71244588	71258491	5	720	2906	CPSF4L	0	.	36	.	-1
187961	1	895967	901095	5	1	3	KLHL17	0	.	36	.	1
187969	23	73524025	73524866	5	832	3384	ZCCHC13	0	.	36	.	1
187980	1	20487746	20503917	5	8	24	PLA2G2C	1	.	36	.	-1
187984	9	95571670	95650975	1	440	1866;1867	ANKRD19P	0	.	36	.	1
187987	6	28399707	28411279	5	289	1240	ZSCAN23	0	.	36	.	-1
187988	9	37477146	37478314	7	423	1812	KCTD9P3	0	.	36	.	1
187990	6	26216428	26216872	5	288	1237	HIST1H2BG	1	.	36	.	-1
187994	19	39358474	39368919	5	755	3054	RINL	0	.	36	8876198	-1
187997	17	76142434	76162258	5	722	2913	C17orf99	0	.	36	.	1
187999	2	33861569	33862492	7	73	313;314	HNRNPA1P61	0	.	36	.	1
188000	19	9289655	9299493	5	744	3026	OR7D2	0	.	36	381753	1
188001	3	188665003	189043093	5	186	776;777	TPRG1	0	.	36	.	1
188002	5	1599035	1634120	1	235	1004	AC026412.1	0	.	36	.	-1
188004	1	159804264	159825137	5	42	172	SNHG28	0	.	36	.	-1
188010	2	39103103	39156213	5	75	320;321	MORN2	0	.	36	.	1
188011	2	242811752	242815975	5	125	551	RTP5	0	.	36	381753	1
188013	17	20492606	20493680	7	703	2848	AC087499.1	0	.	36	.	1
188015	1	153519805	153521848	5	39	164;165	S100A3	0	.	36	.	-1
188021	23	56590072	56594301	5	826	3367	UBQLN2	0	.	36	8856825	1
188026	12	123954601	124018265	5	571	2390	RILPL1	0	.	36	.	-1
188029	9	90387368	90401799	1	437;438	1859	CTSL3P	0	.	36	.	1
188032	19	14192431	14196687	5	746	3029	C19orf67	0	.	36	.	-1
188033	19	12688775	12750912	5	744	3027	ZNF490	0	.	36	212436	-1
188037	7	143013219	143049176	5	367	1577	CLCN1	0	.	36	2672351	1
188038	16	67918708	67922758	5	690	2798	NRN1L	0	.	36	163125	1
188039	19	16830787	16928774	5	747	3034	NWD1	0	.	36	.	1
188042	2	235401685	235405697	5	123	540;541	ARL4C	0	.	36	.	-1
188050	7	122337766	122339210	5	361	1551	RNF133	0	.	36	.	-1
188051	19	17546318	17559376	5	747	3035	TMEM221	0	.	36	.	-1
188056	6	41196062	41206620	5	294	1257	TREML4	0	.	36	198933	1
188060	1	28918712	28921955	5	10	37;38	RAB42	0	.	36	8873719	1
188064	22	46316242	46373009	5	809	3239	WNT7B	1	.	36	373080;3238698	-1
188070	11	63527364	63536247	5	514	2153	C11orf95	0	.	36	.	-1
188076	11	193080	194573	5	497	2076	SCGB1C1	1	.	36	.	1
188078	22	36932703	36933651	0	806	3223;3224	AL022313.1	0	.	36	.	-1
188086	3	46783582	46786245	5	141	609	PRSS45	0	.	36	.	-1
188089	15	42273780	42343388	5	653	2653	PLA2G4E	1	.	36	1482788;1482801;1482839;1482922;1483115	-1
188092	1	147400506	147465753	5	38	155;156	GPR89B	0	.	36	.	1
188095	15	90303822	90321985	5	671	2708	MESP2	0	.	36	.	1
188100	10	88780063	88784487	5	480	2024	FAM25A	0	.	36	.	1
188101	9	95675438	95683842	0	440	1867	ALOX15P2	0	.	36	.	1
