#chromosomeIndex	startPos	endPos	tadIndex	cytobandIndices
25	6536804	6541562	3826	863
25	6541582	6548326	3827	863
25	6548346	6556187	3828	863
25	6556207	6559535	3829	863
25	6559555	6561287	3830	863
25	6561307	6567194	3831	863
25	6567214	6579143	3832	863
25	6579163	6585154	3833	863
25	6585174	6589887	3834	863
25	6589907	6604000	3835	863
25	6604020	6612804	3836	863
25	6612824	6620601	3837	863
25	6620621	6624174	3838	863
25	6624194	6628329	3839	863
25	6628349	6629756	3840	863
25	6629776	6636674	3841	863
25	6636694	6638164	3842	863
25	6638184	6641398	3843	863
25	6641418	6648455	3844	863
25	6648475	6668205	3845	863
25	6668225	6671852	3846	863
25	6671872	6673405	3847	863
25	6673425	6677557	3848	863
25	6677577	6679594	3849	863
25	6679614	6680799	3850	863
25	6680819	6682472	3851	863
25	6682492	6692768	3852	863
25	6692788	6694932	3853	863
25	6694952	6697180	3854	863
25	6697200	6701920	3855	863
25	6701940	6712224	3856	863
25	6712244	6723504	3857	863
25	6723524	6727208	3858	863
25	6727228	6733387	3859	863
25	6733407	6740836	3860	863
25	6740856	6743385	3861	863
25	6743405	6745650	3862	863
25	6745670	6747425	3863	863
25	6747445	6762000	3864	863
25	6762020	6767669	3865	863
25	6767689	6775786	3866	863
25	6775806	6777329	3867	863
25	6777349	6792156	3868	863
25	6792176	6818499	3869	863
25	6818519	6821712	3870	863
25	6821732	6825084	3871	863
25	6825104	6828795	3872	863
25	6828815	6834053	3873	863
25	6834073	6841687	3874	863
25	6841707	6842885	3875	863
25	6842905	6844569	3876	863
25	6844589	6854198	3877	863
25	6854218	6857494	3878	863
25	6857514	6865597	3879	863
25	6865617	6867602	3880	863
25	6867622	6871321	3881	863
25	6871341	6877922	3882	863
25	6877942	6884104	3883	863
25	6884124	6886104	3884	863
25	6886124	6887796	3885	863
25	6887816	6900453	3886	863
25	6900473	6904734	3887	863
25	6904754	6911615	3888	863
25	6911635	6943328	3889	863
25	6943348	6944740	3890	863
25	6944760	6945861	3891	863
25	6945881	6950920	3892	863
25	6950940	6954264	3893	863
25	6954284	6955312	3894	863
25	6955332	6962973	3895	863
25	6962993	6968244	3896	863
25	6968264	6970844	3897	863
25	6970864	6973486	3898	863
25	6973506	7004320	3899	863
25	7004340	7008577	3900	863
25	7008597	7011088	3901	863
25	7011108	7014692	3902	863
25	7014712	7034862	3903	863
25	7034882	7037007	3904	863
25	7037027	7040046	3905	863
25	7040066	7046489	3906	863
25	7046509	7051286	3907	863
25	7051306	7055635	3908	863
25	7055655	7087386	3909	863
25	7087406	7090659	3910	863
25	7090679	7091725	3911	863
25	7091745	7096916	3912	863
25	7096936	7098260	3913	863
25	7098280	7102866	3914	863
25	7102886	7104719	3915	863
25	7104739	7108417	3916	863
25	7108437	7111679	3917	863
25	7111699	7119083	3918	863
25	7119103	7124196	3919	863
25	7124216	7128824	3920	863
25	7128844	7147241	3921	863
25	7147261	7149607	3922	863
25	7149627	7153848	3923	863
25	7153868	7175644	3924	863
25	7175664	7177665	3925	863
25	7177685	7183144	3926	863
25	7183164	7187535	3927	863
25	7187555	7189941	3928	863
25	7189961	7197180	3929	863
25	7197200	7201726	3930	863
25	7201746	7204936	3931	863
25	7204956	7206100	3932	863
25	7206120	7209080	3933	863
25	7209100	7211183	3934	863
25	7211203	7218430	3935	863
25	7218450	7219572	3936	863
25	7219592	7222803	3937	863
25	7222823	7224771	3938	863
25	7224791	7227887	3939	863
25	7227907	7230650	3940	863
25	7230670	7232637	3941	863
25	7232657	7234205	3942	863
25	7234225	7236275	3943	863
25	7236295	7253894	3944	863
25	7253914	7257851	3945	863
25	7257871	7296739	3946	863
25	7296759	7299075	3947	863
25	7299095	7304196	3948	863
25	7304216	7311598	3949	863
25	7311618	7314124	3950	863
25	7314144	7315353	3951	863
25	7315373	7319698	3952	863
25	7319718	7320794	3953	863
25	7320814	7324661	3954	863
25	7324681	7330619	3955	863
25	7330639	7336751	3956	863
25	7336771	7338727	3957	863
25	7338747	7343731	3958	863
25	7343751	7345697	3959	863
25	7345717	7352176	3960	863
25	7352196	7361030	3961	863
25	7361050	7366587	3962	863
25	7366607	7390313	3963	863
25	7390333	7393337	3964	863
25	7393357	7397661	3965	863
25	7397681	7401314	3966	863
25	7401334	7403645	3967	863
25	7403665	7405048	3968	863
25	7405068	7406929	3969	863
25	7406949	7414761	3970	863
25	7414781	7419344	3971	863
25	7419364	7422835	3972	863
25	7422855	7425501	3973	863
25	7425521	7439495	3974	863
25	7439515	7459474	3975	863
25	7459494	7471560	3976	863
25	7471580	7472593	3977	863
25	7472613	7503542	3978	863
25	7503562	7506614	3979	863
25	7506634	7525646	3980	863
25	7525666	7535850	3981	863
25	7535870	7537223	3982	863
25	7537243	7539116	3983	863
25	7539136	7540852	3984	863
25	7540872	7544522	3985	863
25	7544542	7550967	3986	863
25	7550987	7583175	3987	863
25	7583195	7593482	3988	863
25	7593502	7596188	3989	863
25	7596208	7632539	3990	863
25	7632559	7636499	3991	863
25	7636519	7639939	3992	863
25	7639959	7677142	3993	863
25	7677162	7774818	3994	863
25	7774838	7792609	3995	863
25	7792629	7795204	3996	863
25	7795224	7822712	3997	863
25	7822732	7830223	3998	863
25	7830243	7832667	3999	863
25	7832687	7836598	4000	863
25	7836618	7846562	4001	863
25	7846582	7854046	4002	863
25	7854066	7856910	4003	863
25	7856930	7868946	4004	863
25	7868966	7871962	4005	863
25	7871982	7874222	4006	863
25	7874242	7885529	4007	863
25	7885549	7916014	4008	863
25	7916034	7948309	4009	863
25	7948329	7982983	4010	863
25	7983003	7985345	4011	863
25	7985365	7988279	4012	863
25	7988299	7989954	4013	863
25	7989974	7991613	4014	863
25	7991633	7999719	4015	863
25	7999739	8001718	4016	863
25	8001738	8004699	4017	863
25	8004719	8008719	4018	863
25	8008739	8010260	4019	863
25	8010280	8012430	4020	863
25	8012450	8025375	4021	863
25	8025395	8031984	4022	863
25	8032004	8036369	4023	863
25	8036389	8038922	4024	863
25	8038942	8040966	4025	863
25	8040986	8042947	4026	863
25	8042967	8070232	4027	863
25	8070252	8074549	4028	863
25	8074569	8077700	4029	863
25	8077720	8083093	4030	863
25	8083113	8085471	4031	863
25	8085491	8088766	4032	863
25	8088786	8091808	4033	863
25	8091828	8096444	4034	863
25	8096464	8104433	4035	863
25	8104453	8106344	4036	863
25	8106364	8108007	4037	863
25	8108027	8109771	4038	863
25	8109791	8114159	4039	863
25	8114179	8123171	4040	863
25	8123191	8131546	4041	863
25	8131566	8134033	4042	863
25	8134053	8137459	4043	863
25	8137479	8139925	4044	863
25	8139945	8141071	4045	863
25	8141091	8144723	4046	863
25	8144743	8146931	4047	863
25	8146951	8149682	4048	863
25	8149702	8157745	4049	863
25	8157765	8161113	4050	863
25	8161133	8162212	4051	863
25	8162232	8166691	4052	863
25	8166711	8173409	4053	863
25	8173429	8179183	4054	863
25	8179203	8183489	4055	863
25	8183509	8192669	4056	863
25	8192689	8200768	4057	863
25	8200788	8203931	4058	863
25	8203951	8254235	4059	863
25	8254255	8269229	4060	863
25	8269249	8310053	4061	863
25	8310073	8311996	4062	863
25	8312016	8316896	4063	863
25	8316916	8318344	4064	863
25	8318364	8325979	4065	863
25	8325999	8333160	4066	863
25	8333180	8335337	4067	863
25	8335357	8337885	4068	863
25	8337905	8360472	4069	863
25	8360492	8361739	4070	863
25	8361759	8363823	4071	863
25	8363843	8367791	4072	863
25	8367811	8373581	4073	863
25	8373601	8375536	4074	863
25	8375556	8377518	4075	863
25	8377538	8385180	4076	863
25	8385200	8387189	4077	863
25	8387209	8391021	4078	863
25	8391041	8393928	4079	863
25	8393948	8395135	4080	863
25	8395155	8398036	4081	863
25	8398056	8400441	4082	863
25	8400461	8409207	4083	863
25	8409227	8413619	4084	863
25	8413639	8416570	4085	863
25	8416590	8426025	4086	863
25	8426045	8448952	4087	863
25	8448972	8450165	4088	863
25	8450185	8452077	4089	863
25	8452097	8457599	4090	863
25	8457619	8463546	4091	863
25	8463566	8466356	4092	863
25	8466376	8468378	4093	863
25	8468398	8469423	4094	863
25	8469443	8472476	4095	863
25	8472496	8478190	4096	863
25	8478210	8481041	4097	863
25	8481061	8482988	4098	863
25	8483008	8485139	4099	863
25	8485159	8495600	4100	863
25	8495620	8498422	4101	863
25	8498442	8500925	4102	863
25	8500945	8510426	4103	863
25	8510446	8518106	4104	863
25	8518126	8530636	4105	863
25	8530656	8537013	4106	863
25	8537033	8541864	4107	863
25	8541884	8545182	4108	863
25	8545202	8546352	4109	863
25	8546372	8547696	4110	863
25	8547716	8549303	4111	863
25	8549323	8551964	4112	863
25	8551984	8557844	4113	863
25	8557864	8566545	4114	863
25	8566565	8572583	4115	863
25	8572603	8601350	4116	863
25	8601370	8635332	4117	863
25	8635352	8669319	4118	863
25	8669339	8702927	4119	863
25	8702947	8733024	4120	863
25	8733044	8734049	4121	863
25	8734069	8777968	4122	863
25	8777988	8797846	4123	863
25	8797866	8815274	4124	863
25	8815294	8821943	4125	863
25	8821963	8824965	4126	863
25	8824985	8837415	4127	863
25	8837435	8841975	4128	863
25	8841995	8845712	4129	863
25	8845732	8848899	4130	863
25	8848919	8850490	4131	863
25	8850510	8879006	4132	863
25	8879026	8918581	4133	863
25	8918601	8943970	4134	863
25	8943990	8979334	4135	863
25	8979354	9015979	4136	863
25	9015999	9041311	4137	863
25	9041331	9046711	4138	863
25	9046731	9052300	4139	863
25	9052320	9053435	4140	863
25	9053455	9093281	4141	863
25	9093301	9101523	4142	863
25	9101543	9106408	4143	863
25	9106428	9107507	4144	863
25	9107527	9144795	4145	863
25	9144815	9184726	4146	863
25	9184746	9192795	4147	863
25	9192815	9198217	4148	863
25	9198237	9222143	4149	863
25	9222163	9223184	4150	863
25	9223204	9226651	4151	863
25	9226671	9232817	4152	863
25	9232837	9265962	4153	863
25	9265982	9267181	4154	863
25	9267201	9268360	4155	863
25	9268380	9273456	4156	863
25	9273476	9281933	4157	863
25	9281953	9321107	4158	863
25	9321127	9322687	4159	863
25	9322707	9336015	4160	863
25	9336035	9337181	4161	863
25	9337201	9338648	4162	863
25	9338668	9340116	4163	863
25	9340136	9379427	4164	863
25	9379447	9381925	4165	863
25	9381945	9383955	4166	863
25	9383975	9386461	4167	863
25	9386481	9389145	4168	863
25	9389165	9393342	4169	863
25	9393362	9406861	4170	863
25	9406881	9411149	4171	863
25	9411169	9412452	4172	863
25	9412472	9414364	4173	863
25	9414384	9421296	4174	863
25	9421316	9423877	4175	863
25	9423897	9426800	4176	863
25	9426820	9443556	4177	863
25	9443576	9451535	4178	863
25	9451555	9479300	4179	863
25	9479320	9480404	4180	863
25	9480424	9482063	4181	863
25	9482083	9483987	4182	863
25	9484007	9486570	4183	863
25	9486590	9492004	4184	863
25	9492024	9494522	4185	863
25	9494542	9509182	4186	863
25	9509202	9511550	4187	863
25	9511570	9557415	4188	863
25	9557435	9568588	4189	863
25	9568608	9582503	4190	863
25	9582523	9608693	4191	863
25	9608713	9626058	4192	863
25	9626078	9640297	4193	863
25	9640317	9797129	4194	863
25	9797149	9802506	4195	863
25	9802526	9804859	4196	863
25	9804879	9881603	4197	863
25	9881623	9933002	4198	863
25	9933022	9954621	4199	863
25	9954641	9983514	4200	863
25	9983534	9996920	4201	863
25	9996940	9998253	4202	863
25	9998273	9999360	4203	863
25	9999380	10002004	4204	863
25	10002024	10010613	4205	863
25	10010633	10055903	4206	863
25	10055923	10057252	4207	863
25	10057272	10058631	4208	863
25	10058651	10059964	4209	863
25	10059984	10061182	4210	863
25	10061202	10062403	4211	863
25	10062423	10065625	4212	863
25	10065645	10094754	4213	863
25	10094774	10103843	4214	863
25	10103863	10105480	4215	863
25	10105500	10124317	4216	863
25	10124337	10287125	4217	863
25	10287145	10288914	4218	863
25	10288934	10290243	4219	863
25	10290263	10291281	4220	863
25	10291301	10472733	4221	863
25	10472753	10483601	4222	863
25	10483621	10488998	4223	863
25	10489018	10497963	4224	863
25	10497983	10500031	4225	863
25	10500051	10533777	4226	863
25	10533797	10537364	4227	863
25	10537384	10553525	4228	863
25	10553545	10581440	4229	863
25	10581460	10596928	4230	863
25	10596948	10602420	4231	863
25	10602440	10612390	4232	863
25	10612410	10741550	4233	863
25	10741570	10774830	4234	863
25	10774850	10839175	4235	863
25	10839195	10973288	4236	863
25	10973308	11116502	4237	863
25	11116522	11176394	4238	863
25	11176414	11197301	4239	863
25	11197321	11221742	4240	863
25	11221762	11308189	4241	863
25	11308209	11310314	4242	863
25	11310334	11354232	4243	863
25	11354252	11388004	4244	863
25	11388024	11441627	4245	863
25	11441647	11451938	4246	863
25	11451958	11484285	4247	863
25	11484305	11485467	4248	863
25	11485487	11492371	4249	863
25	11492391	11531490	4250	863
25	11531510	11550315	4251	863
25	11550335	11551445	4252	863
25	11551465	11579105	4253	863
25	11579125	11610221	4254	863
25	11610241	11636632	4255	863
25	11636652	11677608	4256	863
25	11677628	11684382	4257	863
25	11684402	11720954	4258	863
25	11720974	11725009	4259	863
25	11725029	11759864	4260	863
25	11759884	11802250	4261	863
25	11802270	11825646	4262	863
25	11825666	11847802	4263	863
25	11847822	11886905	4264	863
25	11886925	11914496	4265	863
25	11914516	11931070	4266	863
25	11931090	11937922	4267	863
25	11937942	11946621	4268	863
25	11946641	11957094	4269	863
25	11957114	11996347	4270	863
25	11996367	12017078	4271	863
25	12017098	12059556	4272	863
25	12059576	12060965	4273	863
25	12060985	12062094	4274	863
25	12062114	12063264	4275	863
25	12063284	12066914	4276	863
25	12066934	12067971	4277	863
25	12067991	12069909	4278	863
25	12069929	12071998	4279	863
25	12072018	12091568	4280	863
25	12091588	12110025	4281	863
25	12110045	12112235	4282	863
25	12112255	12133768	4283	863
25	12133788	12136311	4284	863
25	12136331	12152139	4285	863
25	12152159	12154010	4286	863
25	12154030	12156701	4287	863
25	12156721	12157801	4288	863
25	12157821	12159357	4289	863
25	12159377	12160866	4290	863
25	12160886	12162121	4291	863
25	12162141	12164094	4292	863
25	12164114	12165907	4293	863
25	12165927	12167765	4294	863
25	12167785	12169510	4295	863
25	12169530	12170750	4296	863
25	12170770	12172667	4297	863
25	12172687	12176032	4298	863
25	12176052	12177783	4299	863
25	12177803	12179760	4300	863
25	12179780	12181273	4301	863
25	12181293	12182726	4302	863
25	12182746	12184048	4303	863
25	12184068	12198738	4304	863
25	12198758	12234532	4305	863
25	12234552	12235811	4306	863
25	12235831	12237655	4307	863
25	12237675	12239022	4308	863
25	12239042	12240301	4309	863
25	12240321	12241780	4310	863
25	12241800	12244059	4311	863
25	12244079	12245356	4312	863
25	12245376	12248041	4313	863
25	12248061	12252060	4314	863
25	12252080	12253145	4315	863
25	12253165	12254260	4316	863
25	12254280	12272410	4317	863
25	12272430	12273821	4318	863
25	12273841	12282688	4319	863
25	12282708	12284671	4320	863
25	12284691	12286396	4321	863
25	12286416	12298979	4322	863
25	12298999	12300507	4323	863
25	12300527	12301700	4324	863
25	12301720	12304942	4325	863
25	12304962	12307442	4326	863
25	12307462	12313660	4327	863
25	12313680	12314884	4328	863
25	12314904	12319071	4329	863
25	12319091	12320113	4330	863
25	12320133	12321630	4331	863
25	12321650	12331463	4332	863
25	12331483	12332987	4333	863
25	12333007	12334022	4334	863
25	12334042	12336110	4335	863
25	12336130	12338975	4336	863
25	12338995	12343283	4337	863
25	12343303	12345349	4338	863
25	12345369	12347706	4339	863
25	12347726	12349885	4340	863
25	12349905	12353204	4341	863
25	12353224	12355007	4342	863
25	12355027	12359065	4343	863
25	12359085	12360500	4344	863
25	12360520	12361856	4345	863
25	12361876	12366073	4346	863
25	12366093	12368229	4347	863
25	12368249	12371424	4348	863
25	12371444	12375272	4349	863
25	12375292	12382312	4350	863
25	12382332	12421767	4351	863
25	12421787	12423182	4352	863
25	12423202	12424718	4353	863
25	12424738	12427293	4354	863
25	12427313	12444882	4355	863
25	12444902	12516749	4356	863
25	12516769	12518023	4357	863
25	12518043	12524032	4358	863
25	12524052	12526593	4359	863
25	12526613	12528040	4360	863
25	12528060	12532007	4361	863
25	12532027	12534954	4362	863
25	12534974	12536639	4363	863
25	12536659	12537884	4364	863
25	12537904	12540881	4365	863
25	12540901	12542787	4366	863
25	12542807	12543930	4367	863
25	12543950	12545295	4368	863
25	12545315	12547078	4369	863
25	12547098	12550038	4370	863
25	12550058	12551267	4371	863
25	12551287	12552494	4372	863
25	12552514	12556198	4373	863
25	12556218	12557547	4374	863
25	12557567	12558769	4375	863
25	12558789	12560361	4376	863
25	12560381	12561471	4377	863
25	12561491	12571203	4378	863
25	12571223	12574847	4379	863
25	12574867	12576169	4380	863
25	12576189	12577462	4381	863
25	12577482	12578600	4382	863
25	12578620	12584754	4383	863
25	12584774	12633240	4384	863
25	12633260	12634391	4385	863
25	12634411	12635412	4386	863
25	12635432	12639273	4387	863
25	12639293	12640631	4388	863
25	12640651	12642149	4389	863
25	12642169	12645600	4390	863
25	12645620	12646662	4391	863
25	12646682	12647763	4392	863
25	12647783	12650283	4393	863
25	12650303	12652778	4394	863
25	12652798	12655966	4395	863
25	12655986	12657307	4396	863
25	12657327	12730230	4397	863
25	12730250	12744611	4398	863
25	12744631	12759724	4399	863
25	12759744	12815498	4400	863
25	12815518	12888402	4401	863
25	12888422	12911088	4402	863
25	12911108	12912592	4403	863
25	12912612	12913617	4404	863
25	12913637	12917713	4405	863
25	12917733	12998088	4406	863
25	12998108	12999376	4407	863
25	12999396	13000496	4408	863
25	13000516	13004385	4409	863
25	13004405	13006204	4410	863
25	13006224	13008306	4411	863
25	13008326	13009628	4412	863
25	13009648	13011209	4413	863
25	13011229	13013287	4414	863
25	13013307	13015722	4415	863
25	13015742	13017290	4416	863
25	13017310	13019348	4417	863
25	13019368	13020393	4418	863
25	13020413	13021924	4419	863
25	13021944	13024633	4420	863
25	13024653	13026475	4421	863
25	13026495	13029715	4422	863
25	13029735	13030765	4423	863
25	13030785	13032185	4424	863
25	13032205	13036584	4425	863
25	13036604	13037939	4426	863
25	13037959	13039769	4427	863
25	13039789	13049882	4428	863
25	13049902	13050956	4429	863
25	13050976	13052987	4430	863
25	13053007	13057618	4431	863
25	13057638	13059712	4432	863
25	13059732	13061405	4433	863
25	13061425	13063583	4434	863
25	13063603	13066551	4435	863
25	13066571	13068259	4436	863
25	13068279	13069678	4437	863
25	13069698	13071718	4438	863
25	13071738	13075877	4439	863
25	13075897	13078591	4440	863
25	13078611	13080208	4441	863
25	13080228	13120762	4442	863
25	13120782	13128098	4443	863
25	13128118	13142984	4444	863
25	13143004	13150402	4445	863
25	13150422	13157375	4446	863
25	13157395	13158836	4447	863
25	13158856	13163687	4448	863
25	13163707	13167874	4449	863
25	13167894	13169301	4450	863
25	13169321	13173593	4451	863
25	13173613	13176551	4452	863
25	13176571	13180963	4453	863
25	13180983	13182510	4454	863
25	13182530	13183789	4455	863
25	13183809	13185172	4456	863
25	13185192	13189075	4457	863
25	13189095	13190522	4458	863
25	13190542	13191902	4459	863
25	13191922	13193402	4460	863
25	13193422	13194425	4461	863
25	13194445	13198784	4462	863
25	13198804	13201407	4463	863
25	13201427	13202743	4464	863
25	13202763	13205397	4465	863
25	13205417	13206609	4466	863
25	13206629	13208731	4467	863
25	13208751	13212074	4468	863
25	13212094	13215415	4469	863
25	13215435	13221176	4470	863
25	13221196	13222499	4471	863
25	13222519	13223817	4472	863
25	13223837	13225132	4473	863
25	13225152	13228746	4474	863
25	13228766	13230408	4475	863
25	13230428	13232540	4476	863
25	13232560	13235013	4477	863
25	13235033	13237128	4478	863
25	13237148	13243917	4479	863
25	13243937	13245323	4480	863
25	13245343	13247337	4481	863
25	13247357	13248882	4482	863
25	13248902	13251996	4483	863
25	13252016	13253416	4484	863
25	13253436	13255122	4485	863
25	13255142	13257233	4486	863
25	13257253	13259114	4487	863
25	13259134	13260137	4488	863
25	13260157	13261234	4489	863
25	13261254	13263438	4490	863
25	13263458	13264512	4491	863
25	13264532	13265539	4492	863
25	13265559	13269686	4493	863
25	13269706	13271345	4494	863
25	13271365	13274666	4495	863
25	13274686	13275712	4496	863
25	13275732	13295442	4497	863
25	13295462	13356528	4498	863
25	13356548	13357908	4499	863
25	13357928	13359938	4500	863
25	13359958	13361595	4501	863
25	13361615	13362673	4502	863
25	13362693	13364301	4503	863
25	13364321	13375202	4504	863
25	13375222	13393827	4505	863
25	13393847	13398898	4506	863
25	13398918	13400103	4507	863
25	13400123	13401246	4508	863
25	13401266	13403244	4509	863
25	13403264	13406031	4510	863
25	13406051	13407795	4511	863
25	13407815	13409138	4512	863
25	13409158	13412196	4513	863
25	13412216	13415832	4514	863
25	13415852	13418486	4515	863
25	13418506	13420365	4516	863
25	13420385	13422503	4517	863
25	13422523	13424344	4518	863
25	13424364	13426937	4519	863
25	13426957	13441142	4520	863
25	13441162	13448582	4521	863
25	13448602	13450462	4522	863
25	13450482	13452105	4523	863
25	13452125	13453428	4524	863
25	13453448	13454753	4525	863
25	13454773	13456867	4526	863
25	13456887	13458005	4527	863
25	13458025	13459152	4528	863
25	13459172	13462376	4529	863
25	13462396	13463738	4530	863
25	13463758	13464804	4531	863
25	13464824	13466655	4532	863
25	13466675	13527675	4533	863
25	13527695	13548527	4534	863
25	13548547	13550161	4535	863
25	13550181	13569599	4536	863
25	13569619	13634322	4537	863
25	13634342	13640129	4538	863
25	13640149	13650949	4539	863
25	13650969	13655240	4540	863
25	13655260	13722532	4541	863
25	13722552	13762583	4542	863
25	13762603	13765799	4543	863
25	13765819	13781395	4544	863
25	13781415	13830475	4545	863
25	13830495	13851498	4546	863
25	13851518	13974297	4547	863
25	13974317	13994548	4548	863
25	13994568	14018799	4549	863
25	14018819	14101510	4550	863
25	14101530	14103724	4551	863
25	14103744	14105363	4552	863
25	14105383	14106451	4553	863
25	14106471	14109364	4554	863
25	14109384	14110765	4555	863
25	14110785	14112081	4556	863
25	14112101	14128325	4557	863
25	14128345	14129442	4558	863
25	14129462	14131618	4559	863
25	14131638	14271458	4560	863
25	14271478	14280622	4561	863
25	14280642	14283671	4562	863
25	14283691	14286139	4563	863
25	14286159	14322701	4564	863
25	14322721	14393634	4565	863
25	14393654	14395405	4566	863
25	14395425	14396434	4567	863
25	14396454	14401261	4568	863
25	14401281	14402522	4569	863
25	14402542	14403922	4570	863
25	14403942	14410034	4571	863
25	14410054	14411131	4572	863
25	14411151	14412500	4573	863
25	14412520	14415589	4574	863
25	14415609	14424671	4575	863
25	14424691	14459220	4576	863
25	14459240	14466588	4577	863
25	14466608	14483908	4578	863
25	14483928	14485266	4579	863
25	14485286	14487452	4580	863
25	14487472	14488561	4581	863
25	14488581	14490006	4582	863
25	14490026	14524393	4583	863
25	14524413	14609982	4584	863
25	14610002	14611045	4585	863
25	14611065	14613643	4586	863
25	14613663	14614853	4587	863
25	14614873	14615964	4588	863
25	14615984	14617387	4589	863
25	14617407	14618501	4590	863
25	14618521	14619964	4591	863
25	14619984	14622462	4592	863
25	14622482	14633502	4593	863
25	14633522	14641011	4594	863
25	14641031	14643201	4595	863
25	14643221	14645138	4596	863
25	14645158	14649945	4597	863
25	14649965	14650989	4598	863
25	14651009	14652550	4599	863
25	14652570	14654546	4600	863
25	14654566	14656011	4601	863
25	14656031	14657813	4602	863
25	14657833	14660535	4603	863
25	14660555	14661780	4604	863
25	14661800	14804602	4605	863
25	14804622	14898737	4606	863
25	14898757	14955758	4607	863
25	14955778	14963958	4608	863
25	14963978	14972936	4609	863
25	14972956	15060755	4610	863
25	15060775	15062106	4611	863
25	15062126	15085531	4612	863
25	15085551	15099422	4613	863
25	15099442	15108552	4614	863
25	15108572	15115515	4615	863
25	15115535	15123539	4616	863
25	15123559	15194627	4617	863
25	15194647	15198539	4618	863
25	15198559	15214400	4619	863
25	15214420	15217712	4620	863
25	15217732	15225571	4621	863
25	15225591	15228506	4622	863
25	15228526	15232396	4623	863
25	15232416	15261798	4624	863
25	15261818	15267118	4625	863
25	15267138	15272013	4626	863
25	15272033	15273055	4627	863
25	15273075	15274715	4628	863
25	15274735	15276057	4629	863
25	15276077	15277110	4630	863
25	15277130	15280612	4631	863
25	15280632	15291851	4632	863
25	15291871	15293053	4633	863
25	15293073	15296282	4634	863
25	15296302	15297357	4635	863
25	15297377	15298766	4636	863
25	15298786	15299873	4637	863
25	15299893	15302117	4638	863
25	15302137	15314085	4639	863
25	15314105	15315954	4640	863
25	15315974	15317422	4641	863
25	15317442	15318653	4642	863
25	15318673	15319704	4643	863
25	15319724	15321408	4644	863
25	15321428	15322956	4645	863
25	15322976	15326431	4646	863
25	15326451	15328367	4647	863
25	15328387	15332105	4648	863
25	15332125	15333420	4649	863
25	15333440	15335570	4650	863
25	15335590	15338404	4651	863
25	15338424	15348333	4652	863
25	15348353	15353926	4653	863
25	15353946	15364093	4654	863
25	15364113	15365898	4655	863
25	15365918	15368724	4656	863
25	15368744	15371710	4657	863
25	15371730	15372841	4658	863
25	15372861	15374033	4659	863
25	15374053	15376198	4660	863
25	15376218	15377633	4661	863
25	15377653	15379982	4662	863
25	15380002	15381378	4663	863
25	15381398	15382548	4664	863
25	15382568	15383911	4665	863
25	15383931	15385636	4666	863
25	15385656	15387605	4667	863
25	15387625	15389727	4668	863
25	15389747	15391192	4669	863
25	15391212	15393218	4670	863
25	15393238	15397576	4671	863
25	15397596	15417588	4672	863
25	15417608	15419190	4673	863
25	15419210	15421145	4674	863
25	15421165	15422527	4675	863
25	15422547	15423959	4676	863
25	15423979	15427582	4677	863
25	15427602	15429899	4678	863
25	15429919	15431029	4679	863
25	15431049	15444810	4680	863
25	15444830	15453298	4681	863
25	15453318	15468643	4682	863
25	15468663	15484624	4683	863
25	15484644	15489334	4684	863
25	15489354	15499849	4685	863
25	15499869	15525148	4686	863
25	15525168	15534380	4687	863
25	15534400	15550683	4688	863
25	15550703	15573838	4689	863
25	15573858	15582033	4690	863
25	15582053	15585746	4691	863
25	15585766	15588379	4692	863
25	15588399	15591598	4693	863
25	15591618	15593838	4694	863
25	15593858	15610727	4695	863
25	15610747	15622456	4696	863
25	15622476	15625989	4697	863
25	15626009	15642667	4698	863
25	15642687	15645094	4699	863
25	15645114	15648355	4700	863
25	15648375	15649654	4701	863
25	15649674	15653336	4702	863
25	15653356	15655662	4703	863
25	15655682	15661595	4704	863
25	15661615	15662914	4705	863
25	15662934	15692284	4706	863
25	15692304	15693336	4707	863
25	15693356	15694713	4708	863
25	15694733	15701403	4709	863
25	15701423	15715050	4710	863
25	15715070	15716327	4711	863
25	15716347	15719382	4712	863
25	15719402	15720668	4713	863
25	15720688	15722435	4714	863
25	15722455	15723660	4715	863
25	15723680	15724712	4716	863
25	15724732	15726087	4717	863
25	15726107	15727357	4718	863
25	15727377	15729125	4719	863
25	15729145	15730253	4720	863
25	15730273	15732083	4721	863
25	15732103	15745870	4722	863
25	15745890	15749644	4723	863
25	15749664	15761417	4724	863
25	15761437	15775183	4725	863
25	15775203	15777569	4726	863
25	15777589	15781368	4727	863
25	15781388	15784063	4728	863
25	15784083	15792628	4729	863
25	15792648	15799866	4730	863
25	15799886	15802769	4731	863
25	15802789	15808471	4732	863
25	15808491	15822112	4733	863
25	15822132	15825647	4734	863
25	15825667	15827420	4735	863
25	15827440	15828925	4736	863
25	15828945	15830517	4737	863
25	15830537	15831973	4738	863
25	15831993	15833855	4739	863
25	15833875	15835847	4740	863
25	15835867	15837015	4741	863
25	15837035	15838695	4742	863
25	15838715	15840689	4743	863
25	15840709	15843945	4744	863
25	15843965	15848312	4745	863
25	15848332	15849556	4746	863
25	15849576	15851303	4747	863
25	15851323	15852358	4748	863
25	15852378	15855616	4749	863
25	15855636	15856933	4750	863
25	15856953	15858980	4751	863
25	15859000	15860482	4752	863
25	15860502	15960875	4753	863
25	15960895	15966382	4754	863
25	15966402	15967982	4755	863
25	15968002	15969678	4756	863
