tadIndex	chromosomeIndex	startPos	endPos	cytobandIndices	geneIndices
2324	12	69185000	69720000	555	111605;135678;135679;175782;252547;256664;256678;257289;257336;257818;258140;263910
2325	12	69650000	70090000	555	90382;111605;127325;127337;166225;166226;198812;241765;257507;257818;264405;274979
2326	12	70000000	71160000	555	111596;127325;127328;127329;135643;153233;166268;198812;257139;257302;257613;258052
2327	12	71080000	71575000	555;556	127324;153233;257265;257454;258053
2328	12	71480000	71800000	555;556	127324;257454;258053
2329	12	71760000	72360000	556	80371;121749;127324;133858;139287;139291;139292;173451;257410;257515;257802;257991;258064
2330	12	72280000	72725000	556	72657;121749;139287
2331	12	72640000	73080000	556	72657;257287;257723
2332	12	72960000	74160000	556	72657;216084;243164;257682;257723;257750;258123;258235
2333	12	74080000	74440000	556	257587;257750;258332;264155;272231
2334	12	74280000	75040000	556	251138;253719;257113;257183;257364;257587;258320;258332;264155;272231
2335	12	74985000	75800000	556;557	166006;173401;180481;180881;188646;257323;257823;257998;258112
2336	12	75720000	76465000	557	111615;139278;139289;173401;180481;180881;187109;198923;257329;257777;257941;258077;258088;258091;258245;264062
2337	12	76410000	77040000	557	91039;139289;179941;187109;213272;257219;257526;257872;257941;258304;271142
2338	12	76960000	78400000	557	67798;165891;175183;186908;213272;241045;243071;257199;257526;257677;257835;258066;258090;268519;271142
2339	12	78350000	79800000	557	67715;67798;238890;257165;257220;257564;257879;257894;257948;258084;258220
2340	12	79760000	80720000	557;558	58272;67715;165899;177425;221788;230291;239473;257474;257604;257894;257956;258048;263757;266390;269531;271496
2341	12	80640000	81240000	558	111046;111049;111052;139304;165899;207763;257741;257786
2342	12	81200000	81840000	558	111052;111058;139220;207763;208022;257467;258215;265227
2343	12	81720000	82800000	558	127720;133773;139220;221121;221260;257609;257747;258193;258375
2344	12	82750000	84280000	558	127720;133773;179104;213270;257124;257431;257837;257875;258170;258338
2345	12	84200000	85280000	558	72041;257296;257729;258358
2346	12	85200000	86325000	558	72041;133636;133640;180318;198774;231738;257855;258073;258206;258815;263449;269916
2347	12	86280000	87300000	558;559	182050;257897;258178;258185;264077
2348	12	87120000	88440000	559	133641;165805;182050;240721;242850;257648;257912;257940;258128;258173;258179;258185;258205;264077
2349	12	88400000	89400000	559;560	49130;133641;139324;165805;198707;257752;278011
2350	12	89360000	89920000	560	139318;139323;226982;246363;257156;257594;257629;257820;259075;271259;271327;274021
2351	12	89880000	90600000	560	70961;139323;226982;257194;257480;257594;257725;258216;258290;259075;266347;271614
2352	12	90520000	91375000	560	83782;196243;197651;257787;257995;258183
2353	12	91320000	93150000	560;561	11465;83782;133639;139329;139330;187510;196243;197651;205056;205057;214215;239201;257127;257863;257893;258100;258125;258148;258224;258262;277738;277851
2354	12	93080000	93840000	561	102189;173598;177889;187510;214215;221617;256393;257195;257210;257345;257512;257746;258012;258171;270506
2355	12	93800000	94560000	561	120833;136040;169372;173598;177889;186076;198015;257360;258271;271382
2356	12	94500000	94950000	561	136040;173588;213250;236349;257360;257400;258357;278916
2357	12	94885000	95450000	561	57704;120798;184752;208038;216306;236349;257400;257847;258357;266099
2358	12	95400000	96000000	561	28203;111142;120798;136014;180263;199172;237774;241556;257121;257150;257666;257943;258313;265917
2359	12	95960000	96440000	561;562	74527;84110;111144;139343;139344;165972;257150;258292
2360	12	96385000	96925000	562	59758;84110;111144;111145;188596;257169;258251;258272;263364;283422
2361	12	96880000	99440000	562	75415;120802;120868;139350;166130;185046;188596;207586;221479;221625;225185;227825;245017;257157;257470;257501;257580;257920;258131;258204;258312;258846;263890;265861
2362	12	99360000	100215000	562	180219;185046
2363	12	100120000	101200000	562	12504;75089;111647;136021;139354;151572;166153;179520;185046;214203;221770;238105;239036;257489;257803;271177
2364	12	101150000	101800000	562;563	120800;120805;151572;241744;256870;258033
2365	12	101735000	102300000	563	111666;111670;120800;120805;136048;139351;166211;196091;239413;257543;258153;258230;274560
2366	12	102235000	103320000	563	17427;75188;120860;136048;171759;183395;185480;241917;257254;258142;258153;258169;258288;258308;281344;283052
2367	12	103250000	104190000	563;564	111696;136011;139352;171759;179088;221807;238909;257415;257703;257762;257860;257994
2368	12	104120000	105560000	564	111696;111727;120820;120837;136010;136011;136051;136052;139372;151131;166598;171310;198431;204954;213442;214198;215976;216285;255150;257193;257327;257758;258111;264295;265054;265072
2369	12	105480000	106760000	564	13503;74590;136026;136044;136051;166046;235162;257611;257773;257859;257890;264749
2370	12	106710000	107520000	564	8405;13503;111783;111785;120832;151135;166046;240631;257119
2371	12	107460000	108090000	564	8405;136045;151136;257444
2372	12	108040000	108960000	564	75035;75856;110851;136003;136045;151136;174600;187855;198855;240441;257129;257141;257281;257392;257398;257426;257951;258072;263632;274395
2373	12	108920000	109880000	564;565	75856;76248;76555;84112;110876;110880;110887;135093;136003;139445;166111;174527;183160;189046;207622;238424;256560;264043
2374	12	109800000	110400000	565	110906;110921;111199;139428;139433;139436;139437;139438;151148;174527;249094;256351;263510
2375	12	110320000	111360000	565	76513;111229;111231;111237;111245;122970;122986;139436;139437;151164;173093;174437;174456;186298;196510;196850;204852;204856;221246;241286;241680;249094;257268;258011
2376	12	111280000	111840000	565;566	111245;111249;173093;185847;198324;221259;221386;241286;257268;257539;257595;258240
2377	12	111760000	112900000	566;567	89009;89022;89234;89248;111249;111252;111271;111275;111300;135148;173064;179295;198270;198324;204842;213152;234608;238168;244060;257539;257595;257624;257658;257767;258359;258373;266269;266370
2378	12	112840000	113640000	567	89009;89127;89169;111331;111335;111344;123064;135144;139405;166578;179295;186710;221560;242461;258159
2379	12	113560000	114400000	567;568	89060;89116;111344;122965;123064;135094;139405;139410;151176;166578;186710;186815;249550;257231
2380	12	114335000	115015000	568	89225;122965;255830;257300;257476;257603;257915;257997;265632
2381	12	114960000	116400000	568	123066;135111;241656;255830;257407;257517;257519;257683;257726;257781;257817;257958;258108;258244;258254;258280;265632;271579;276308;276972;283459
2382	12	116360000	117175000	568;569	111412;123066;207967;257654;257883;257979;258018;258102;258249;258346;263768;264037;275898
2383	12	117110000	117640000	569	88992;111412;135108;135116;135119;174989;239374;240100;257654;257883;258285;275467
2384	12	117600000	118360000	569;570	89250;135108;171435;255686;257465
2385	12	118280000	118825000	570	89220;111445;111707;135090;171435;176834;176871;221280;240342;270482
2386	12	118785000	120760000	570;571	89154;89157;89159;89163;111707;111725;111737;122966;123009;135090;135127;139767;152137;170890;183273;213144;221323;222647;224982;226729;240925;241590;248636;255575;255618;255714;255814;256149;256750;263913;266704;270482;275409;275759;281196
2387	12	120680000	122360000	570;571	22840;88986;89041;89053;89094;89159;89163;110801;110871;110917;110931;111775;111780;111786;122971;123009;135097;135100;135114;135124;139714;139718;139725;157782;157837;157895;158023;158104;167272;170633;170855;170890;175970;188735;212694;213137;219355;223538;231313;239881;240925;241030;242137;244585;256695;256742;256950;256963;257053;257218;258435;265455;272849;274029;274292;276045;276188;277423;278084;278344
2388	12	122280000	122890000	571	110801;110987;130779;139719;158023;158104;158113;175727;176383;184047;204671;214760;255856;256304;256861;256950;257097;278084
2389	12	122680000	123750000	571	33030;51825;90975;111011;111325;111328;130779;130783;130787;130921;139719;139722;139726;150967;158113;176383;182196;182782;184047;184445;196917;214760;251497;255398;255972;256044;256152;256249;256304;256861;257097;265526;274191;275265
2390	12	123685000	124200000	571	51825;86598;111328;111358;111361;111364;130921;139697;150977;168778;183955;184209;185344;188026;247373;255839;256092;266655;270445
2391	12	124125000	124520000	571	111358;119242;168778;178882;179195;185344;197653;239215;250091;255839;256827;274874
2392	12	124460000	124825000	571	178882;179195;196498;256596;256827;274874;275389
2393	12	124785000	125520000	571	73060;150990;150991;178882;184992;196498;214650;241129;255965;265345
2394	12	125440000	127480000	571;572	81760;139364;150990;184992;189238;214043;249267;249345;249873;255595;255853;255900;255923;255944;255998;256093;256125;256128;256276;256286;256310;256342;256494;256732;256763;256814;256927;257021;271184;275212
2395	12	127320000	128720000	572	239776;249345;249873;255757;255923;255945;256001;256022;256193;256286;256292;256362;256496;256502;256551;256597;256643;256659;256922;256971;257021;257035;276487;278266
2396	12	128635000	130540000	572;573	139370;151948;151952;181234;214039;221749;251536;255838;256085;256137;256298;256581;256630;256699;261650;265061;265635;274695;276487
2397	12	130480000	130880000	573	111432;125207;214039;242963;256298;256906;259862;261650;276122
2398	12	130800000	131290000	573	60709;111450;125207;256064;256343;256725
2399	12	131240000	132615000	573	61936;111450;111452;132341;177169;177192;183495;185684;198598;204603;226356;230294;243499;248703;249926;255704;255933;255992;256151;256204;256209;256250;256258;256299;256424;256484;256804;256810;256955;267819;268091;271905;274670;275232
2400	12	132535000	133480000	573	72609;90615;112787;176894;176915;177084;182870;183495;184967;185163;185684;187848;204583;232888;247077;255703;256108;256312;256576;256632;256783;256804;256875;269676;274373;274670;276693;277011;277186
2401	12	133440000	133851895	573	72609;90612;196387;196458;198040;198393;214029;227059;240991;246394;250790;255703;255807;255919;256223;256563;256825
2402	12	133811895	133851895	573	227059
2403	13	1	17900000	574;575;576;577	-1
2404	13	17900000	19120000	578	215604;231238;270496
2405	13	19000000	20200000	578;579	121388;132958;187721;198033;204718;206192;215349;215572;215604;223625;224778;224976;225016;225316;226057;226250;226361;227332;227568;227784;227879;228797;229147;229375;229788;229791;230931;231184;231238;231358;231914;232243;232894;233905;234894;235500;235876;236169;236834;237164;237636;238132;242756;244155;270496;278337
2406	13	20135000	20600000	579	121390;121741;132950;196199;215572;225316;232894;233469;238132;266230;269591;275964
2407	13	20520000	22160000	579	32742;121741;121742;121743;132953;150456;150457;150459;165474;165475;165480;165487;172458;173141;180172;180776;213621;215571;224429;225585;226633;226908;230022;233325;233405;233524;233780;234363;235076;235438;236076;236704;237672;238286;263978;265710;271250;277077
2408	13	22080000	23920000	579;580	102678;102683;151835;165487;223116;225777;226118;226507;226525;226722;229483;230022;230535;231650;232187;233440;234685;235205;236803;237175;237952;240341;262198;262619;276476;283075
2409	13	23860000	24540000	580	27001;102683;127863;151835;196593;205861;205863;227893;229558;232102;232163;232977;268735
2410	13	24480000	24920000	580	182957;196593;205850;225674;228741;234627;240654;252695;261498;273167;277040
2411	13	24840000	26000000	580;581	75673;102699;132932;132972;139496;139505;151846;151849;165566;182957;205822;205850;211508;221324;225105;225404;226695;231417;232858;233545;234056;234152;234627;235315;240654;244615;251299;253771;260509;261498;266216;269099;273167;273628;276958;277040
2412	13	25920000	26725000	581	127870;132932;139496;180730;180803;215549;231983;233963;234152;234706;268344
2413	13	26680000	27520000	581	127870;132964;132970;132975;227882;230256;233963;234031;234706;271559
2414	13	27460000	27925000	581;582	122026;122035;152484;218198;221756;223782;230256;275294;278496;283579
2415	13	27880000	28615000	582	122025;122033;122034;139515;139517;165556;169840;180389;183463;186184;221756;226703;229609;247381;260704;273552
2416	13	28560000	29400000	582;583	102755;122025;132938;132963;139508;152520;183463;232587;233588;235115;235472;236339;271026;277227
2417	13	29320000	30015000	583	132938;221670;223460;236339;270680;277227
2418	13	29960000	30300000	583	132938;139514
2419	13	30260000	30700000	583	122042;122043;224329;224511;236258;266505
2420	13	30640000	31775000	583	102781;102802;120694;132952;132965;175664;187676;189403;213411;215049;224117;224511;225039;230403;232117;232489;232643;236094;236444;236463;237879;238121;266816
2421	13	31720000	32400000	583;584	120694;133105;187676;229427;277319;278305
2422	13	32360000	32960000	584	73910;133105;139618;189167;215515;229715;235822
2423	13	32880000	34365000	584;585	83642;133116;133121;139597;139618;189167;215515;221677;226968;227604;227911;229800;230490;232986;234535;244754;264288;277151
2424	13	34320000	35790000	585;586	133119;172915;225179;227254;231910;232795;261728;263663;271850;271901;278477
2425	13	35720000	36525000	586	133083;172915;180660;221519;232795;234835;236036
2426	13	36480000	37640000	586	102710;120669;120693;120697;120699;133083;133101;133104;133111;180440;215486;221100;222602;223383;223543;226161;228825;232378;235306;242715;250709;266047;271337
2427	13	37575000	38200000	586	102710;120699;133110;180138;221100;230283;230390;274549;275226
2428	13	38160000	39600000	586	120685;120686;133107;133110;133115;150893;212049;223685;225221;228036;229437;234701;235550;236354;274317
2429	13	39550000	40280000	586;587	120685;133103;133115;183722;188811;214823;216014;264171;273507
2430	13	40225000	41665000	587	102738;102743;120688;120690;133103;150907;168852;176268;207652;211491;215483;216014;224351;229456;229473;230710;239827;264171;269120;270444;271429
2431	13	41560000	42900000	587	23516;102760;102763;102780;120662;120688;120690;120696;165572;172766;205240;214222;215480;215482;225133;226093;229473;229696;231404;234213;234655;237263;263907;263928;264042;264190;264226;265679;270809
2432	13	42840000	44480000	587	23516;120658;120659;120675;133106;151773;179630;179813;229546;229928;232540;233259;233821;238025;270522;271216;276569;281883;283554
2433	13	44440000	45080000	587	102804;139656;151773;151778;179611;179630;225727;226519;230731;233725;237361;276854;277831;281883
2434	13	45010000	45600000	587;588	83635;102804;133114;223732;225727;230793;235097;237585;276527
2435	13	45560000	46000000	588;589	83635;133112;133114;174032;180332;188342;214455;221163;223732;228886;251015;270381;277358
2436	13	45920000	47040000	589	80618;102445;123200;136152;136167;165837;173988;174015;174032;214455;215475;227019;228869;228886;229303;231817;232786;235366;237876;241353;251015;251106;261097
2437	13	46985000	47375000	589;590	102445;136141;139684;205105;227019;230243;231817;241353;277228
2438	13	47320000	48640000	590	102468;136141;136143;136146;136159;139684;228573;229423;234145;234590;234689;260388
2439	13	48560000	49880000	590	102531;102539;102543;136143;136146;136156;136159;136161;139679;139687;152207;177197;222391;223724;224510;225131;231473;231665;233456;233610;235957;238086;265585;274351
2440	13	49800000	50240000	590	102543;102547;123179;136144;136147;136169;152213;176882;215462;236577;274351
2441	13	50200000	51760000	590;591	102753;123178;123179;123201;136104;152213;176124;181358;186047;198553;204977;208006;214359;214878;221198;223676;226792;229323;231607;232150;264526;264864;274652
2442	13	51680000	53120000	591	102786;102796;123171;123191;136098;136100;136108;136114;139668;150510;197168;198384;214878;224451;224892;226792;229906;232872;235660;236044;243406;244471;253309;253710;253797;266072;266611;271242;271564;272281;274652;278238;281106
2443	13	53075000	53800000	591	102837;136099;136110;139675;150276;165416;198384;211579;225510;237092;250299;273723;279325
2444	13	53750000	55920000	591;592	136149;220990;225510;234787;261517;264387;266699;271652;273919;274316;277047;278630;279325
2445	13	55840000	57040000	592	228319;228611;274090
2446	13	56720000	58160000	592	204918;204919;225352;227151;228319;229665;230009;234278;234421;271140
2447	13	58080000	59940000	592;593	118946;214281;214335;223717;232647;232954;271190;276208;277448
2448	13	59880000	60400000	593	139734
2449	13	60280000	61080000	593	83544;139734;212054;227336;238213;277549
2450	13	61000000	61960000	593	83544;212054;225249;227510;236608;266663
2451	13	61880000	62600000	593;594	197991;212007;229578;234033;270856;279797;280165
2452	13	62520000	63680000	594	227611;228669;229307;229578;230142;232105;271465;273550;276586
2453	13	63560000	65000000	594	213232;227564;227674;237378;237849;273550;274052
2454	13	64880000	65560000	594	214269
2455	13	65480000	66240000	594;595	214266;214269
2456	13	66160000	68000000	595	184226;214263;221685;230040;234767;235737;236565;263561;263581
2457	13	67920000	68850000	595;596	226537;227969;230040;231667;271287
2458	13	68800000	70120000	596	224640;225501;229824;229910;230405;232380;234765;235221;236433;237534;280580;281778
2459	13	70060000	71175000	596	150361;232314;276841
2460	13	71120000	73360000	596;597	83520;83535;136122;204899;225801;226554;226617;226846;227952;232881;233460;236534;237816;276644;276841
2461	13	73300000	74320000	597	83520;83535;102554;118922;136122;204899;220981;224853;228295;229708;232041;236972;265959
2462	13	74240000	74880000	597	118922;235532
2463	13	74800000	76120000	597;598	136111;177596;188243;214249;223880;225944;226240;226665;232701;235532;236678;266534;281167
2464	13	76000000	77600000	598;599	5812;102794;102805;118903;118939;136111;136153;178695;178734;188243;224933;228002;230902;233873;261206;264908;278727
2465	13	77560000	78360000	599	5810;5812;102805;136155;139737;227922;228002;266325;274898
2466	13	78280000	78700000	599	136160;139737;225579;229249;233379;236133
2467	13	78640000	80000000	599;600	139746;152192;152193;215357;224686;225427;226670;229865;230584;235625;236277;237109;263868;271386
2468	13	79920000	80960000	600	102471;136158;139746;227676;229011;229175;281721
2469	13	80880000	81640000	600	136158;226683;227862;229246;231222
2470	13	81600000	82520000	600	214182;229246;229309;237148;238980;260094;270415
2471	13	82440000	83000000	600	-1
2472	13	82885000	83920000	600	237099;270400
2473	13	83720000	84200000	600	270400
2474	13	84110000	85440000	600	178235;215037;224188;228597;232447;233349
2475	13	85400000	86500000	600	184564;226317;226370;278580
2476	13	86440000	87720000	600;601	228241;231879;232252;233528;277914
2477	13	87680000	87975000	600;601	228074
2478	13	87920000	88360000	601	165300;228473;228824;232636;266052;272515
2479	13	88280000	89960000	601	165300;223059;223404;225289;227247;228824;229443;231019;232204;232225;233211;234660;261666;272046;277640;283130
2480	13	89760000	90440000	601;602	225530;226037;227247;232225;234660;236176;271395
2481	13	90360000	92040000	602	207858;214178;215417;215418;224419;227983;229557;231674;234227;234384;234625;235879;261446
2482	13	91960000	93840000	602	179399;215417;229287;232849;263741
2483	13	93680000	95320000	602;603	80166;88451;152749;183098;212057;232849;235784
2484	13	95240000	96200000	603	88451;125257;125285;134873;152749;227640;235768;237924;238230;260962;271492
2485	13	96135000	96600000	603	102580;102595;134873;134874;226977;227714;229622;232373;247400
2486	13	96520000	97680000	603	102595;165621;185352;233273;234267;235137;272329
2487	13	97640000	98515000	603;604	125249;139793;165621;226134;233124;271625
2488	13	98440000	99100000	604	65150;102572;139797;152767;232217;233291;263399;270725
2489	13	99040000	99800000	604;605	88386;88387;102572;152767;217686;231981;233549;233662;271437;275919
2490	13	99660000	100160000	605	88387;125245;125304;134882;169508;207719;218502;228808;228889;230871;234005;238241;266207;280710
2491	13	100080000	101360000	605	43355;125246;125247;125304;134864;139800;175198;225999;228501;234168;234239;234354;236554;237082;263615;266207;270632;274605;280710
2492	13	101280000	102490000	605;606	102452;102466;125247;198542;214051;215399;229599
2493	13	102410000	103225000	606	102466;215399;229975;236860;264482;265164;272143
2494	13	103160000	103560000	606	134897;134899;134900;134901;139780;151287;175820;250878;269942;270181;272542;276957;278445
2495	13	103510000	104480000	606	125255;134899;230474;234551;250878;270181;272542;278445
2496	13	104400000	105200000	606;607	-1
2497	13	105080000	105920000	607	225823
2498	13	105800000	106680000	607	182346;280455
2499	13	106560000	107280000	607;608	125266;134884;174418;222643;233532;272274
2500	13	107200000	107840000	608	134884;174408;204442;221316;227590;230156;239050;272274;278698
2501	13	107800000	108915000	608	102524;139826;174405;204442;221473;221650;274718
2502	13	108840000	109560000	608	41515;102524;139826;174405;232087;283384
2503	13	109520000	110850000	608;609	41515;185950;187498;223617;229792;231428;236053;274331;275216;275248;275830;276269
2504	13	110800000	112120000	609	88448;102606;134871;134905;139832;153487;153495;187498;213995;225239;225760;225870;227105;255874;259831;274614;275989;277767
2505	13	112040000	113275000	609	126216;153498;182968;204398;215881;223626;224243;226903;229520;260102;260343;260385;264989;277159
2506	13	113200000	113615000	609	68650;126216;126217;197595;264726;274922;277159
2507	13	113560000	114140000	609	57593;126217;126218;126226;126231;139835;139842;150401;153531;185896;230371;232662;267868;268130
2508	13	114060000	114650000	609	150401;150403;153531;183087;184497;185974;186009;198176;226921;229373;237699;260910;272695;274766
2509	13	114610000	115169878	609	130177;169062;185989;198824;226158;229373;260910;264539;265450;283361
2510	13	115129878	115169878	609	-1
2511	14	1	17600000	610;611;612;613	-1
2512	14	17600000	19000000	614	-1
2513	14	18960000	19400000	614;615	215398;238442;257115;257171;257356;257672;257721;257825;258367;279442;280341
2514	14	19320000	20760000	615	136319;155249;165762;169484;169488;176198;176219;176230;176246;176253;176281;176290;176294;176299;176312;182652;184394;187537;196143;196383;196832;215394;222036;225210;228294;228304;239200;244306;257115;257142;257162;257175;257224;257310;257395;257493;257504;257558;257635;257644;257672;257721;257731;257751;257825;257846;257853;257884;257891;258027;258076;258080;258188;258233;258265;258314;258324;258364;258367;258438;258453;258468;258541;258564;258625;258641;258768;258806;258822;258899;259016;259069;259074;259095;265199;266336;271632;273558;274649;274827;277156;277252;277367;277529;277710;278143;278594;284742
2515	14	20700000	21075000	615	92094;100814;100823;129484;129566;136319;165782;173464;176198;182545;185271;188655;198805;258436;258456;258768;258863;258908;259060;259162
2516	14	21035000	22115000	615	92199;92200;92201;92203;100888;129472;129538;136315;165792;165794;165795;165799;165801;165804;165819;165821;169208;169327;169385;169397;169413;173431;173464;178107;179636;181552;181562;181803;206150;214274;232070;239327;241035;255569;255582;256081;256385;256553;256737;258436;258599;258604;258722;258772;258818;258870;258906;258918;258963;259060;259102;259130;259144;259171;273586;99999999996
2517	14	22010000	23440000	615	92036;100439;100461;100462;129562;139890;155463;155465;157227;169208;172590;197324;211776;211777;211778;211779;211780;211781;211782;211783;211784;211785;211786;211787;211788;211789;211790;211791;211792;211793;211794;211795;211796;211797;211798;211799;211800;211801;211802;211803;211804;211805;211806;211807;211808;211809;211810;211812;211813;211814;211815;211816;211817;211818;211819;211820;211821;211825;211826;211827;211828;211829;211831;211832;211833;211834;211835;211836;211837;211838;211839;211840;211841;211842;211843;211844;211845;211846;211847;211848;211849;211850;211851;211854;211855;211856;211857;211858;211859;211860;211861;211862;211863;211864;211865;211866;211867;211868;211869;211870;211871;211872;211873;211874;211875;211876;211877;211878;211879;211880;211881;211882;211883;211884;211885;211886;211887;211888;215306;221977;222776;223997;228985;235213;237235;238634;240954;242061;248358;248366;249048;249446;250688;255569;255582;255664;255804;256081;256221;256350;256379;256385;256474;256553;256590;256737;258482;258557;258705;258812;258823;258835;258905;259003;259042;259054;259068;259092;259132;265037;273586;276240;276428;276699;277734;278661;99999999996
2518	14	23360000	24080000	615	92036;92051;92054;92067;92068;92096;100461;100462;100802;100804;100813;100836;100842;129460;129473;129474;136367;139880;166090;166091;179933;197616;199157;207765;213983;215271;215277;215991;222028;235194;240131;258643;259132;259431;265037;268702;270433;283654
2519	14	24010000	24440000	615	92051;100867;136367;157326;187630;213983;258887;259043;259334;259431;270618;274002
2520	14	24385000	24965000	615;616	92010;92098;92295;92330;100441;100445;100884;100889;100897;100908;100911;100918;100926;100938;100949;100968;129465;129467;129535;129559;136305;139899;139908;139914;157326;157379;186648;187630;196497;196943;205978;213903;213906;213920;213928;254505;254692;255526;258973;259321;259334;259371;259522;259529;276698
2521	14	24920000	25720000	616	92009;100448;100450;100453;168952;258098
2522	14	25640000	28040000	616	139910;212037;222899;257179;257185;257503;257612;257845;257976;257986;258081;258275;258932;265165
2523	14	27520000	29160000	616	197358;223164;240179;257662;257869;258081;258175;258282;258548;258932;264657
2524	14	29110000	30040000	616	176165;186960;257056;257523;257748;258028;258038;258065;258107;258282
2525	14	30000000	31040000	616	92140;184304;240201;248975;258350;264797
2526	14	31000000	32760000	616	92108;92140;92148;100473;100478;100852;129480;129493;151413;196792;203546;207952;213867;214943;239323;240513;243855;257472;258350;258386;258474;258619;258640;258648;258886;258968;259086;263784;275002;283016
2527	14	32720000	33040000	616	151320;259045;259086
2528	14	33000000	34300000	616;617	151320;151322
2529	14	34260000	35040000	617	129515;129518;129521;151322;165389;223593;237450;240463;259002;265244
2530	14	34985000	35525000	617;618	100883;129515;129518;151327;165410;198604;226677;240463;241582;243824;258493;258704;259002;263691
2531	14	35480000	36320000	618	92020;100883;100890;100902;100906;100916;151327;168348;174373;240023;240392;241052;256243;257957;258300;258783;258790;258860;259017;259022;259090;259105;265530;266264;282308;282625
2532	14	36280000	37100000	618;619	100916;136327;136352;151332;188831;212071;229415;243730;257272;257307;257585;257614;257720;257826;258300;258467;258844;259104
2533	14	36960000	37720000	619	136327;136352;151338;183032;198807;229415;243730;258467;266327
2534	14	37675000	38240000	619;620	129514;139865;151338;258414;259087
2535	14	38040000	39560000	620	100934;129514;139865;139874;176435;258414;258649;258680;258948;259070;259072;264234;270713;271468
2536	14	39510000	39960000	620	92208;100934;100941;150527;165355;182400;221645;241984;258526;258591;258651;258671;259100;259121;270503;271424
2537	14	39920000	42600000	620	165379;221695;251363;258385;258418;258480;258526;258536;258636;258901;266500
2538	14	42440000	44120000	620;621	222084;258387;258406;258505;258622;258828;258850;258894;258934;259047;259051;259149
2539	14	43800000	45365000	621	189139;258387;258487;258509;258828;258894;258969;258998;259000;259019;259046;259126;259137;259148
2540	14	45320000	45815000	621	100442;129534;179454;179476;185246;187790;198718;258509;258608;259000;259046;278147
2541	14	45760000	46480000	621	257900;258616;258700;258746;258845;260046;264420
2542	14	46440000	46960000	621	258700
2543	14	46880000	47560000	621;622	139915;165496;258392;258700
2544	14	47500000	48360000	622	139915;214903;244053;259117;259129;263945
2545	14	48120000	50080000	622	139915;165501;213741;242417;244270;251731;258381;258401;258568;258639;258750;258751;258868;259117;259129;263945;270359;278009
2546	14	50040000	50600000	622	100479;100483;100485;165501;165502;165506;165516;165525;165527;168282;197502;197776;213741;214900;243038;244270;258462;258568;259155;269832;270788;278009
2547	14	50535000	51000000	622;623	12983;87299;100483;100485;100490;125375;198513;214900;258857;259071;259113;264712;273675
2548	14	50960000	51400000	623	12983;100503;100504;131969;151748;198513;258491;258577
2549	14	51360000	51740000	623	100504;100505;131969;139921;258711
2550	14	51680000	53280000	623	87301;87302;87303;100519;100522;125384;139921;139926;168229;180998;186469;197930;198252;258423;258440;258479;258537;258550;258694;258698;258802;258808;258849;258893;258942;258955;258981;259111;259157;261208;267802
2551	14	53160000	53815000	623	73712;100519;100522;100523;197930;198252;258503;258698;258802;258993;266552;271075
2552	14	53720000	54990000	623;624	100526;100528;100532;125378;197045;224004;225680;226132;231922;235269;258753;266431
2553	14	54900000	55520000	624;625	20577;100528;100532;131979;168175;180008;197045;198554;233924;258753;258872;265432
2554	14	55440000	55900000	624;625	126775;126787;131981;168175;178974;180008;182521;198554;233924;239199;239686;258050;258413;258469;259318;271180;279392
2555	14	55860000	57000000	625	70269;126775;126777;139946;177350;182521;213641;221254;239199;258784;258791;258803;259318;259483;259719;271484;277763
2556	14	56950000	57915000	625	53770;70269;70367;139977;165588;212928;242995;243388;248550;258592;258703;258758;258776;258803;259008;259136
2557	14	57840000	58720000	625;626	100557;100567;131966;139971;139977;151812;243023;258519;258836;258856
2558	14	58640000	59600000	626	32219;100567;100575;100578;131966;139971;165617;180189;196860;213598;221427;239510;258519;258583;258650;258734;258900;268466;279636
2559	14	59535000	60040000	626	50130;100592;126790;151838;181619;252869;258685;258996
2560	14	59960000	61040000	626	50130;100612;100614;126773;131951;139970;151838;179008;184302;242135;244756;258427;258556;258563;258692;258764;258896;259169;263629
2561	14	60840000	61800000	626	20426;27075;100625;126778;126814;139974;179008;182107;184302;241354;244756;258427;258445;258485;258656;258692;258764;258952;259169
2562	14	61750000	62365000	626;627	23608;27075;100644;139973;232774;250548;258667;258777;258956;258989
2563	14	62320000	63865000	627	126785;139973;140015;154001;179600;186369;258638;258842;258877;258903;258943;258995;259093;259142;265711;270852
2564	14	63800000	64280000	627	126821;140006;154001;205767;258411;258645;258778;258800;270878;270912;274015
2565	14	64200000	65480000	627;628	54654;70182;89775;100714;125952;125954;126803;126804;126822;139998;140009;165807;176153;179841;221537;234911;257365;258289;258411;258778;259010;259160;270912;271511;284664
2566	14	65400000	66840000	628	33170;125952;125954;139998;176153;180662;207781;214759;224861;238876;255002;257365;258289;258502;258561;258613;258629;258760;258847;258878;258960;258980;259078;264620;266531;266740
2567	14	66775000	67920000	628;629	72415;100554;100558;134001;171723;172717;196553;198133;258561;258796;258988;265993
2568	14	67840000	69360000	628;629	54690;72042;72110;72121;81181;100558;100564;100568;134001;139988;182185;185650;198133;240210;242941;258466;258477;258565;258618;258626;258759;258967;259502;259648;265993;270975;271697;274666
2569	14	69285000	69640000	629	72110;139990;242293;258531;258565;258967;259165;270975;276063
2570	14	69600000	70240000	629;630	29364;81177;100626;100632;100647;100650;139990;175985;244237;258520;258957;267909;276063
